Indent,Category,Source,report,2000 Corp,2001 Corp,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2016 Corp,2000 Indv,2001 Indv,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2016 Indv,Description/Expenditure Name,Notes
,Social Security
#,Social Security benefits for disabled workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
#+,122,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,2595.00,2830.00,3090.00,3375.00,3700.00,3150.00,,,,,,,,,,,,Social Security benefits for disabled,
#+,124,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2640.00,2880.00,3160.00,3490.00,3910.00,4360.00,4840.00,,,,,,,,,,,Social Security benefits for disabled,
#+,127,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2690.00,2930.00,3240.00,3630.00,4020.00,4470.00,5020.00,,,,,,,,,,Social Security benefits for disabled,
#+,128,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2910.00,3210.00,3570.00,3950.00,4360.00,4870.00,4390.00,,,,,,,,,Social Security benefits for disabled,
#+,128,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3230.00,3570.00,3720.00,3840.00,4080.00,4280.00,4500.00,,,,,,,,Social Security benefits for disabled,
#+,137,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3580.00,3740.00,3870.00,4110.00,4290.00,4500.00,4910.00,,,,,,,Social Security benefits for disabled,
#+,154,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3600.00,3810.00,4110.00,4330.00,4570.00,4960.00,5530.00,,,,,,Social Security benefits for disabled,
#+,152,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,4730.00,5120.00,5620.00,5890.00,6240.00,6690.00,7220.00,,,,,Social Security benefits for disabled,
#+,153,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,5050.00,5540.00,5810.00,6150.00,6590.00,7110.00,7560.00,,,,Social Security benefits for disabled,
#+,157,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,5420.00,5770.00,5840.00,6230.00,6750.00,7090.00,7140.00,,,Social Security benefits for disabled,
#+,163,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,6460.00,6950.00,7160.00,7450.00,7750.00,8080.00,8580.00,,Social Security benefits for disabled workers,
#+,164,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,7040.00,7180.00,7510.00,7840.00,8150.00,8610.00,9130.00,Social Security benefits for disabled workers,
