Indent,Category,Source,report,2000 Corp,2001 Corp,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2016 Corp,2000 Indv,2001 Indv,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2016 Indv,Description/Expenditure Name,Notes
,Income security
#,$250 credit against income taxes owed for 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>There is no definition available for this tax expenditure in the 2006, 2008, or 2010 Congressional Research Service's <em>Tax Expenditures: Compendium of Background Material on Individual Provisions</em>.</p>",
#+,,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,100.00,0.00,0.00,0.00,,,,$250 credit against income taxes owed for 2009,
#,401(k) plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>401(k) plans.&mdash;Under the baseline tax system, all compensation, including deferred and dedicated payments, should be included in taxable income. In contrast, under current law individual taxpayers can make tax-preferred contributions to certain types of employer-provided 401(k) plans (and 401(k)-type plans like 403(b) plans and the Federal Government's Thrift Savings Plan). In 2009, an employee could exclude up to $16,500 (indexed) of wages from AGI under a qualified arrangement with an employer's 401(k) plan. Employees age 50 or over could exclude up to $22,000 in contributions (indexed). The tax on the investment income earned by 401(k)-type plans is deferred until withdrawn. </p>",
#+,112,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,44080.00,52960.00,59510.00,62770.00,65290.00,69230.00,73320.00,,,,,,,,,,401(k) plans,
#+,113,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50830.00,52920.00,55290.00,57830.00,61490.00,65060.00,68030.00,,,,,,,,,401(k) plans,
#+,113,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,51560.00,56740.00,58910.00,61340.00,65750.00,71080.00,75440.00,,,,,,,,401(k) plans,
#+,122,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,47730.00,45870.00,48140.00,51800.00,56140.00,60930.00,66400.00,,,,,,,401(k) plans,
#+,139,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,37440.00,37330.00,39800.00,43100.00,48810.00,53870.00,47290.00,,,,,,401(k) plans,
#+,137,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,40760.00,42410.00,43970.00,45980.00,48550.00,54230.00,57690.00,,,,,401(k) plans,
