"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
"","International affairs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The International Affairs budget function includes government spending on U.S. international diplomatic activities. The purpose of programs in this budget function is to maintain peaceful relations, commerce, and travel between the U. S. and the rest of the world, and to promote international security and economic development abroad.  International Affairs is function 150 of the U.S. Budget. ",""
"#","Apportionment of research and development expenses for determination of foreign tax credits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The federal government taxes firms incorporated in the U.S. on their worldwide income but taxes foreign-based firms on their U.S. income only. When a U.S. firm earns foreign income through a foreign subsidiary, U.S. taxes apply to that income only when it is repatriated to the U.S. parent firm in the form of dividends, royalties, or other income; the foreign income is exempt from U.S. taxation as long as it remains in the control of the foreign subsidiary.</p>
<p>When the foreign-source income is repatriated, the U.S. parent corporation can claim a credit against its U.S. tax liability for any foreign taxes the subsidiary has paid on that income. The credit cannot exceed the U.S. tax due on the foreign-source income. It is intended to avoid double taxation of repatriated foreign income.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+","","JCT",2010,"","","","","","","","",300.00,300.00,300.00,300.00,400.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","Apportionment of research and development expenses for determination of foreign tax credits",""
"#+","","JCT",2011,"","","","","","","","","",300.00,300.00,300.00,400.00,400.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","Apportionment of research and development expenses for determination of foreign tax credits",""
"#+","","JCT",2012,"","","","","","","","","","",300.00,300.00,400.00,400.00,400.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","Apportionment of research and development expenses for determination of foreign tax credits",""
"#","Deduction for foreign taxes instead of a credit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>For taxes paid on income earned abroad, taxpayers may elect to either claim a deduction against taxable income or a credit against taxes due. In general, the credit is more advantageous than the deduction, because a credit reduces taxes paid on a dollar-for-dollar basis, while a deduction only reduces income subject to tax. However, in cases where the taxpayer is facing the foreign tax credit limit claiming the deduction will result in a lower tax liability.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+","","JCT",2010,"","","","","","","","",200.00,200.00,200.00,200.00,300.00,"","","","","","","","","","","","","<50","<50","<50","<50","<50","","","","","Deduction for foreign taxes instead of a credit",""
"#+","","JCT",2011,"","","","","","","","","",200.00,200.00,200.00,300.00,300.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","Deduction for foreign taxes instead of a credit",""
"#+","","JCT",2012,"","","","","","","","","","",200.00,200.00,300.00,300.00,300.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","Deduction for foreign taxes instead of a credit",""
"#","Deferral of income from controlled foreign corporations (normal tax method)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The United States generally taxes the worldwide income of U.S. persons and business entities. In contrast, certain active income of foreign corporations controlled by U.S. shareholders is not subject to U.S. taxation when it is earned. The income becomes taxable only when the controlling U.S. shareholders receive dividends or other distributions from their foreign stockholding. The reference law tax baseline reflects this tax treatment where only realized income is taxed. Under the normal tax method, however, the currently attributable foreign source pre-tax income from such a controlling interest is considered to be subject to U.S. taxation, whether or not distributed. Thus, the normal tax method considers the amount of controlled foreign corporation income not yet distributed to a U.S. shareholder as tax-deferred income. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
