"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
"","Energy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The Energy budget function includes all government spending on Energy regardless of the federal agency that oversees the individual federal programs. The purpose of programs in this budget function is to promote the adequate supply and the appropriate use of energy to serve the needs of the U.S. economy. Energy is function 270 of the U.S. Budget.</p>"," "
"#","10-year MACRS for smart electric distribution property","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Under the Modified Accelerated Cost Recovery System (MACRS), the cost of tangible depreciable property (capital goods) placed in service after 1986 is recovered using (1) the applicable depreciation method, (2) the applicable recovery period, and the applicable convention. The recovery period for certain renewable energy equipment, including solar, wind, geothermal, fuel cell, combined heat and power (CHP), and micro turbine property is 5 years. Renewable energy generation property that is part of a ""small electric power facility"" and certain biomass property are also recovered over 5 years. Natural gas gathering lines are treated as 7-year property if the original use commences with the taxpayer after April 11, 2005. A qualified smart meter or qualified smart electric grid system (which are essentially energy monitoring and management devices) is recovered over 10 years. Certain electric transmission property and natural gas distribution lines originally placed in service after April 11, 2005, is MACRS property recovered over 15 years.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+","","JCT",2010,"","","","","","","","","<50","<50","<50","<50","<50","","","","","","","","","","","","",100.00,"<50","<50","<50","<50","","","","","10-year MACRS for smart electric distribution property",""
"#+","","JCT",2011,"","","","","","","","","","<50","<50",100.00,100.00,100.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","10-year MACRS for smart electric distribution property",""
"#+","","JCT",2012,"","","","","","","","","","","<50",100.00,100.00,100.00,200.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","10-year MACRS for smart electric distribution property",""
"#","15-year MACRS for certain electric transmission property","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Under the Modified Accelerated Cost Recovery System (MACRS), the cost of tangible depreciable property (capital goods) placed in service after 1986 is recovered using (1) the applicable depreciation method, (2) the applicable recovery period, and the applicable convention. The recovery period for certain renewable energy equipment, including solar, wind, geothermal, fuel cell, combined heat and power (CHP), and micro turbine property is 5 years. Renewable energy generation property that is part of a small electric power facility and certain biomass property is also recovered over 5 years. Natural gas gathering lines are treated as 7-year property if the original use commences with the taxpayer after April 11, 2005. A qualified smart meter or qualified smart electric grid system (which are essentially energy monitoring and management devices) is recovered over 10 years. Certain electric transmission property and natural gas distribution lines originally placed in service after April 11, 2005, is MACRS property recovered over 15 years.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+","","JCT",2010,"","","","","","","","","<50",100.00,100.00,200.00,200.00,"","","","","","","","","","","","","<50","<50","<50","<50","<50","","","","","15-year MACRS for certain electric transmission property",""
"#+","","JCT",2011,"","","","","","","","","",100.00,100.00,100.00,200.00,200.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","15-year MACRS for certain electric transmission property",""
"#+","","JCT",2012,"","","","","","","","","","",100.00,100.00,200.00,200.00,200.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","15-year MACRS for certain electric transmission property",""
"#","Advanced Energy Property Credit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The baseline tax system would not allow credits for particular activities, investments, or industries. However, the Tax Code provides a 30 percent investment credit for property used in a qualified advanced energy manufacturing project. The Treasury Department may award up to $2.3 billion in tax credits for qualified investments. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2011,"","","","","","","","","",100.00,200.00,200.00,300.00,300.00,"","","","","","","","","","","","","<50",100.00,100.00,100.00,100.00,"","","","Provide credit for investment in advanced energy property",""
"#+","","JCT",2012,"","","","","","","","","","",400.00,300.00,200.00,100.00,100.00,"","","","","","","","","","","","",100.00,100.00,"<50","<50","<50","","","Credit for investment in advanced energy property",""
"#+",33,"Treasury",2012,"","","","","","","","","","",160.00,540.00,810.00,410.00,-10.00,-80.00,-70.00,"","","","","","","","","","",20.00,60.00,90.00,50.00,0.00,-10.00,-10.00,"Advanced Energy Property Credit",""
"#","Alcohol fuel credits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The baseline tax system would not allow credits for particular activities, investments, or industries. Instead, it generally would seek to tax uniformly all returns from investment-like activities. In contrast, the Tax Code provides an income tax credit for ethanol derived from renewable sources and used as fuel. In lieu of the alcohol mixture credit, the taxpayer may claim a refundable excise tax credit. In addition, small ethanol producers are eligible for a separate income tax credit for ethanol production and a separate income tax credit is available for qualified cellulosic biofuel production. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2001,"<50","<50","<50","<50","","","","","","","","","","","","","",0.00,0.00,0.00,0.00,"","","","","","","","","","","","","","Tax credits for alcohol fuels","In addition, the exemption from excise tax for alcohol fuels results in a reduction in excise tax receipts, net of income tax effect, of $0.5 billion in fiscal year 1999 and $0.6 billion per year in fiscal years 2000 through 2003."
"#+","","JCT",2002,"<50","<50","<50","<50","<50","","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","","Tax credits for alcohol fuels","In addition, the exemption from excise tax for alcohol fuels results in a reduction in excise tax receipts, net of income tax effect, of $0.5 billion per year in fiscal years 2000 through 2004."
"#+","","JCT",2003,"","<50","<50","<50","<50","<50","","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","Tax credits for alcohol fuels","In addition, the exemption from excise tax for alcohol fuels results in a reduction in excise tax receipts, net of income tax effect, of $0.6 billion per year in fiscal years 2001 through 2005."
