"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
"","Income security","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 'income security' budget function consists of government spending on a range of income security programs that provide cash or near-cash assistance to low-income persons, certain retirees, persons with disabilities and the unemployed. This budget function does not include social security or income security for veterans. 'Income security' is function 600 of the U.S. Budget. ",""
"#","$250 credit against income taxes owed for 2009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>There is no definition available for this tax expenditure in the 2006, 2008 or 2010 Congressional Research Service's <em>Tax Expenditures: Compendium of Background Material on Individual Provisions</em>.</p><p>This tax expenditure corresponds with the Treasury tax expenditure ""Tax Credit for Certain Government Retirees,"" found in the 'Social Security' budget function and available <a href=""/tax_expenditures/db/group/385/?estimate=3"">here</a>.</p>",""
"#+","","JCT",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,100.00,0.00,0.00,0.00,"","","","$250 credit against income taxes owed for 2009",""
"#","401(k) plans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Under the baseline tax system, all compensation, including deferred and dedicated payments, should be included in taxable income. In contrast, under current law individual taxpayers can make tax-preferred contributions to certain types of employer-provided 401(k) plans (and 401(k)-type plans like 403(b) plans and the Federal Government's Thrift Savings Plan). In 2010, an employee could exclude up to $16,500 (indexed) of wages from AGI under a qualified arrangement with an employer's 401(k) plan. Employees age 50 or over could exclude up to $22,000 in contributions (indexed). The tax on contributions and the investment income earned by 401(k)-type plans is deferred until withdrawn. </p><p>This tax expenditure corresponds with the JCT tax expenditure ""Employer plans (defined benefit + defined contribution),"" found in the 'income security' budget function and available <a href=""/tax_expenditures/db/group/174/?estimate=3"">here</a>.</p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2010,"","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",51200.00,55200.00,68100.00,77800.00,89100.00,"","","","","Defined contribution plans",""
"#+","","JCT",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",32600.00,29600.00,32600.00,39800.00,49700.00,"","","","Defined contribution plans","Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. "
"#+","","JCT",2012,"","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",32500.00,38200.00,44100.00,49100.00,48300.00,"","","Defined contribution plans","Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. "
"#+",112,"Treasury",2003,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",44080.00,52960.00,59510.00,62770.00,65290.00,69230.00,73320.00,"","","","","","","","","","401(k) plans",""
"#+",113,"Treasury",2004,"","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",50830.00,52920.00,55290.00,57830.00,61490.00,65060.00,68030.00,"","","","","","","","","401(k) plans",""
"#+",113,"Treasury",2005,"","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",51560.00,56740.00,58910.00,61340.00,65750.00,71080.00,75440.00,"","","","","","","","401(k) plans",""
"#+",122,"Treasury",2006,"","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",47730.00,45870.00,48140.00,51800.00,56140.00,60930.00,66400.00,"","","","","","","401(k) plans",""
"#+",139,"Treasury",2007,"","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",37440.00,37330.00,39800.00,43100.00,48810.00,53870.00,47290.00,"","","","","","401(k) plans",""
"#+",137,"Treasury",2008,"","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",40760.00,42410.00,43970.00,45980.00,48550.00,54230.00,57690.00,"","","","","401(k) plans",""
"#+",138,"Treasury",2009,"","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",46000.00,49000.00,51000.00,55000.00,68000.00,74000.00,77000.00,"","","","401(k) plans",""
"#+",142,"Treasury",2010,"","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",47000.00,50000.00,53000.00,66000.00,72000.00,75000.00,77000.00,"","","401(k) plans",""
"#+",147,"Treasury",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",44126.00,53549.00,67061.00,70168.00,72716.00,74712.00,76183.00,"","401(k) plans",""
"#+",149,"Treasury",2012,"","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",52240.00,62850.00,67590.00,69060.00,71520.00,72880.00,75210.00,"401(k) plans",""
"#","Additional exemption for housing Hurricane Katrina displaced individuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The tax rate schedule, including personal exemptions and the standard deduction, are part of the baseline tax system. Additional exemptions to targeted groups are not allowed. In contrast, the Tax Code provides additional exemption to persons displaced by natural disasters such as hurricane Katrina. </p><p>This tax expenditure corresponds with the JCT tax expenditure ""Additional exemption for housing provided to individuals displaced by Hurricane Katrina,"" found in the 'commerce and housing' budget function and available <a href=""/tax_expenditures/db/group/75/?estimate=3"">here</a>.</p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011.</a>"
"#+",152,"Treasury",2007,"","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",0.00,110.00,20.00,0.00,0.00,0.00,0.00,"","","","","","Additional exemption for housing Hurricane Katrina displaced individuals",""
"#+",150,"Treasury",2008,"","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",110.00,20.00,0.00,0.00,0.00,0.00,0.00,"","","","","Additional exemption for housing Hurricane Katrina displaced individuals",""
"#+",151,"Treasury",2009,"","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",20.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","Additional exemption for housing Hurricane Katrina displaced individuals",""
"#+",155,"Treasury",2010,"","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",20.00,10.00,0.00,0.00,0.00,0.00,0.00,"","","Additional exemption for housing Hurricane Katrina displaced individuals","The title for this tax expenditure is listed as ""Additional exemption for housing Hurricane Katrina displaced individuals"" in Table 19-1 (""Estimates of Total Income Tax Expenditures for Fiscal Years 2009-2015"") and as ""Additional exemption for housing disaster related displaced individuals"" in Table 19-2 (""Estimates of Tax Expenditures for the Corporate and Individual Income Taxes for Fiscal Years 2009-2015"").  Subsidyscope uses the titles found in Table 16-1. "
"#+",160,"Treasury",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",10.00,0.00,0.00,0.00,0.00,0.00,0.00,"","Additional exemption for housing Hurricane Katrina displaced individuals","The title for this tax expenditure is listed as ""Additional exemption for housing Hurricane Katrina displaced individuals"" in Table 16-1 (""Estimates of Total Income Tax Expenditures for Fiscal Years 2008-2014"") and as ""Additional exemption for housing disaster related displaced individuals"" in Table 16-2 (""Estimates of Tax Expenditures for the Corporate and Individual Income Taxes for Fiscal Years 2008-2014"").  Subsidyscope uses the titles found in Table 19-1. "
"#","Additional standard deduction for the blind and the elderly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Additional deduction for the blind: The tax rate schedule, including personal exemptions and the standard deduction, are part of the baseline tax system. Additional exemptions to targeted groups are not allowed. In contrast, the Tax Code provides taxpayers who are blind an additional $1,400 standard deduction if single, or $1,100 if married in 2009. </p><p>Additional deduction for the elderly: Under the baseline tax system, the standard deduction is allowed. However, additional standard deductions for targeted groups within a given filing status would not be allowed. In contrast, the Tax Code allows taxpayers who are 65 years or older to claim an additional $1,400 standard deduction if single, or $1,100 if married in 2010.</p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2001,0.00,0.00,0.00,0.00,"","","","","","","","","","","","","",2000.00,2000.00,2100.00,2200.00,"","","","","","","","","","","","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2002,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",2000.00,2100.00,2200.00,2200.00,2300.00,"","","","","","","","","","","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2003,"",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",2100.00,2200.00,2300.00,2400.00,2500.00,"","","","","","","","","","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2004,"","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",2000.00,2100.00,2200.00,2300.00,2300.00,"","","","","","","","","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2005,"","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",2000.00,2100.00,2200.00,2300.00,2200.00,"","","","","","","","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2006,"","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",2000.00,2100.00,2300.00,2200.00,2200.00,"","","","","","","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2007,"","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",1800.00,1800.00,1700.00,1800.00,1900.00,"","","","","","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2008,"","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",1600.00,1600.00,1700.00,1700.00,1800.00,"","","","","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2009,"","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",1700.00,1600.00,1700.00,1800.00,2200.00,"","","","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2010,"","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",2000.00,1900.00,1800.00,2200.00,2600.00,"","","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",1700.00,1600.00,1900.00,2300.00,2500.00,"","","","Additional standard deduction for the blind and the elderly",""
"#+","","JCT",2012,"","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",1800.00,2200.00,2700.00,2800.00,3000.00,"","","Additional standard deduction for the blind and the elderly",""
"##","Additional deduction for the blind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Under the baseline tax system, the standard deduction is allowed. However, additional standard deductions for targeted groups within a given filing status would not be allowed. In contrast, the Tax Code allows taxpayers who are blind to claim an additional $1,400 standard deduction if single, or $1,100 if married in 2010. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"##+",116,"Treasury",2001,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","",30.00,30.00,30.00,35.00,35.00,35.00,"","","","","","","","","","","","Additional deduction for the blind",""
"##+",118,"Treasury",2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",30.00,30.00,30.00,30.00,40.00,40.00,40.00,"","","","","","","","","","","Additional deduction for the blind",""
"##+",121,"Treasury",2003,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",40.00,40.00,40.00,40.00,40.00,40.00,40.00,"","","","","","","","","","Additional deduction for the blind",""
"##+",122,"Treasury",2004,"","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",40.00,40.00,40.00,40.00,40.00,40.00,40.00,"","","","","","","","","Additional deduction for the blind",""
"##+",122,"Treasury",2005,"","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",40.00,30.00,40.00,40.00,40.00,40.00,40.00,"","","","","","","","Additional deduction for the blind",""
"##+",131,"Treasury",2006,"","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",30.00,40.00,40.00,40.00,40.00,40.00,40.00,"","","","","","","Additional deduction for the blind",""
"##+",147,"Treasury",2007,"","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",40.00,30.00,30.00,40.00,40.00,40.00,50.00,"","","","","","Additional deduction for the blind",""
"##+",145,"Treasury",2008,"","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",40.00,40.00,40.00,40.00,40.00,50.00,60.00,"","","","","Additional deduction for the blind",""
"##+",146,"Treasury",2009,"","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",30.00,30.00,30.00,30.00,40.00,40.00,40.00,"","","","Additional deduction for the blind",""
"##+",150,"Treasury",2010,"","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",40.00,30.00,30.00,40.00,50.00,50.00,50.00,"","","Additional deduction for the blind",""
"##+",155,"Treasury",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",40.00,30.00,40.00,50.00,50.00,50.00,50.00,"","Additional deduction for the blind",""
"##+",157,"Treasury",2012,"","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",30.00,40.00,40.00,50.00,50.00,50.00,50.00,"Additional deduction for the blind",""
"##","Additional deduction for the elderly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Under the baseline tax system, the standard deduction is allowed. However, additional standard deductions for targeted groups within a given filing status would not be allowed. In contrast, the Tax Code allows taxpayers who are 65 years or older to claim an additional $1,400 standard deduction if single, or $1,100 if married in 2010. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"##+",117,"Treasury",2001,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","",1830.00,1890.00,1955.00,1985.00,2030.00,2110.00,"","","","","","","","","","","","Additional deduction for the elderly",""
"##+",119,"Treasury",2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",1920.00,1990.00,2060.00,2130.00,2210.00,2260.00,2350.00,"","","","","","","","","","","Additional deduction for the elderly",""
"##+",122,"Treasury",2003,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",1970.00,1890.00,1950.00,2060.00,2100.00,2150.00,2050.00,"","","","","","","","","","Additional deduction for the elderly",""
"##+",123,"Treasury",2004,"","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",1890.00,1950.00,2050.00,2120.00,2180.00,2110.00,2030.00,"","","","","","","","","Additional deduction for the elderly",""
"##+",123,"Treasury",2005,"","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",1840.00,1710.00,1800.00,1900.00,1960.00,1920.00,1940.00,"","","","","","","","Additional deduction for the elderly",""
"##+",132,"Treasury",2006,"","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",1700.00,1810.00,1960.00,1940.00,1900.00,1930.00,1950.00,"","","","","","","Additional deduction for the elderly",""
"##+",148,"Treasury",2007,"","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",1850.00,1740.00,1740.00,1880.00,1930.00,1980.00,2940.00,"","","","","","Additional deduction for the elderly",""
"##+",146,"Treasury",2008,"","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",1920.00,1830.00,1830.00,1910.00,2010.00,2890.00,3480.00,"","","","","Additional deduction for the elderly",""
"##+",147,"Treasury",2009,"","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",1590.00,1610.00,1710.00,1850.00,2460.00,2920.00,3070.00,"","","","Additional deduction for the elderly",""
"##+",151,"Treasury",2010,"","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",2250.00,1940.00,1940.00,2730.00,3290.00,3470.00,3570.00,"","","Additional deduction for the elderly",""
"##+",156,"Treasury",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",2230.00,2030.00,2600.00,3100.00,3300.00,3550.00,3690.00,"","Additional deduction for the elderly",""
"##+",158,"Treasury",2012,"","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",1890.00,2480.00,2980.00,3170.00,3400.00,3560.00,3590.00,"Additional deduction for the elderly",""
"#","Deductibility of casualty losses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Under the baseline tax system, neither the purchase of property nor insurance premiums to protect its value are deductible as costs of earning income. Therefore, reimbursement for insured loss of such property is not included as a part of gross income, and uninsured losses are not deductible. In contrast, the Tax Code provides a deduction for uninsured casualty and theft losses of more than $100 each, to the extent that total losses during the year exceed 10 percent of the taxpayer's adjusted gross income. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2001,0.00,0.00,0.00,0.00,"","","","","","","","","","","","","",300.00,300.00,300.00,400.00,"","","","","","","","","","","","","","Deduction for casualty and theft losses",""
"#+","","JCT",2002,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,300.00,300.00,300.00,"","","","","","","","","","","","","Deduction for casualty and theft losses",""
"#+","","JCT",2003,"",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,200.00,200.00,200.00,"","","","","","","","","","","","Deduction for casualty and theft losses",""
"#+","","JCT",2004,"","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,200.00,200.00,200.00,"","","","","","","","","","","Deduction for casualty and theft losses",""
"#+","","JCT",2005,"","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,200.00,200.00,200.00,"","","","","","","","","","Deduction for casualty and theft losses",""
"#+","","JCT",2006,"","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,200.00,200.00,200.00,"","","","","","","","","Deduction for casualty and theft losses",""
"#+","","JCT",2007,"","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,200.00,200.00,200.00,"","","","","","","","Deduction for casualty and theft losses",""
"#+","","JCT",2008,"","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",700.00,800.00,300.00,300.00,300.00,"","","","","","","Deduction for casualty and theft losses",""
"#+","","JCT",2009,"","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",800.00,300.00,300.00,300.00,300.00,"","","","","","Deduction for casualty and theft losses",""
"#+","","JCT",2010,"","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,200.00,200.00,300.00,"","","","","Deduction for casualty and theft losses",""
"#+","","JCT",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,300.00,300.00,300.00,"","","","Deduction for casualty and theft losses",""
"#+","","JCT",2012,"","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,300.00,300.00,300.00,300.00,"","","Deduction for casualty and theft losses",""
"#+",119,"Treasury",2001,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","",265.00,275.00,285.00,295.00,310.00,325.00,"","","","","","","","","","","","Deductibility of casualty losses",""
"#+",121,"Treasury",2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",230.00,250.00,260.00,280.00,290.00,300.00,320.00,"","","","","","","","","","","Deductibility of casualty losses",""
"#+",124,"Treasury",2003,"",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",210.00,250.00,310.00,360.00,410.00,450.00,490.00,"","","","","","","","","","Deductibility of casualty losses",""
"#+",125,"Treasury",2004,"","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",280.00,400.00,420.00,440.00,460.00,500.00,540.00,"","","","","","","","","Deductibility of casualty losses",""
"#+",125,"Treasury",2005,"","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",500.00,690.00,670.00,680.00,640.00,600.00,630.00,"","","","","","","","Deductibility of casualty losses",""
"#+",134,"Treasury",2006,"","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",550.00,250.00,270.00,280.00,290.00,300.00,320.00,"","","","","","","Deductibility of casualty losses",""
"#+",150,"Treasury",2007,"","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",250.00,980.00,640.00,300.00,320.00,330.00,360.00,"","","","","","Deductibility of casualty losses",""
"#+",148,"Treasury",2008,"","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",260.00,280.00,300.00,310.00,320.00,350.00,370.00,"","","","","Deductibility of casualty losses",""
"#+",149,"Treasury",2009,"","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",560.00,600.00,630.00,670.00,730.00,760.00,790.00,"","","","Deductibility of casualty losses",""
"#+",153,"Treasury",2010,"","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",540.00,580.00,620.00,690.00,740.00,780.00,810.00,"","","Deductibility of casualty losses",""
"#+",158,"Treasury",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",510.00,560.00,640.00,680.00,720.00,750.00,780.00,"","Deductibility of casualty losses",""
"#+",160,"Treasury",2012,"","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",260.00,300.00,320.00,330.00,360.00,380.00,410.00,"Deductibility of casualty losses",""
