"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
"","Housing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Housing is a sub-function of the budget function for Commerce and Housing Credit. The two largest tax expenditures in the housing sector are the mortgage interest deduction and the deduction of State and local property taxes on owner-occupied homes. Housing is included in function 370 of the U.S. Budget. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#","Accelerated depreciation on rental housing (normal tax method)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Under an economic income tax, the costs of acquiring a building are capitalized and depreciated over time in accordance with the decline in the propertys economic value due to wear and tear or obsolescence. This insures that the net income from the rental property is measured appropriately each year. However, the depreciation provisions of the Tax Code are part of the reference law rules, and thus do not give rise to tax expenditures under reference law. Under normal law, however, depreciation allowances reflect estimates of economic depreciation. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy11/pdf/spec.pdf""><em>Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011</em>.</a>"
"#+","","JCT",2001,200.00,200.00,200.00,200.00,"","","","","","","","","","","","","",1500.00,1500.00,1600.00,1700.00,"","","","","","","","","","","","","","Depreciation of rental housing in excess of alternative depreciation system",""
"#+","","JCT",2002,200.00,200.00,200.00,200.00,200.00,"","","","","","","","","","","","",1500.00,1500.00,1600.00,1700.00,1900.00,"","","","","","","","","","","","","Depreciaiton of rental housing in excess of alternative depreciation system",""
"#+","","JCT",2003,"",300.00,300.00,300.00,300.00,300.00,"","","","","","","","","","","","",2500.00,2600.00,2800.00,3000.00,3300.00,"","","","","","","","","","","","Depreciation of rental housing in excess of alternative depreciation system",""
"#+","","JCT",2004,"","",300.00,300.00,300.00,300.00,300.00,"","","","","","","","","","","","",2500.00,2700.00,2800.00,3100.00,3400.00,"","","","","","","","","","","Depreciation of rental housing in excess of alternative depreciation system",""
"#+","","JCT",2005,"","","",300.00,300.00,400.00,400.00,500.00,"","","","","","","","","","","","",2800.00,3100.00,3400.00,3800.00,4400.00,"","","","","","","","","","Depreciation of rental housing in excess of alternative depreciation system",""
"#+","","JCT",2006,"","","","",300.00,400.00,400.00,500.00,500.00,"","","","","","","","","","","","",3000.00,3300.00,3700.00,4300.00,4900.00,"","","","","","","","","Depreciation of rental housing in excess of alternative depreciation system",""
"#+","","JCT",2007,"","","","","",400.00,400.00,500.00,500.00,600.00,"","","","","","","","","","","","",3400.00,3800.00,4300.00,4900.00,5600.00,"","","","","","","","Depreciation of rental housing in excess of alternative depreciation system",""
"#+","","JCT",2008,"","","","","","",400.00,500.00,600.00,700.00,800.00,"","","","","","","","","","","","",4000.00,4600.00,5300.00,6100.00,7000.00,"","","","","","","Depreciation of rental housing in excess of alternative depreciation system",""
"#+","","JCT",2009,"","","","","","","",400.00,500.00,500.00,600.00,700.00,"","","","","","","","","","","","",3900.00,4400.00,4900.00,5400.00,6000.00,"","","","","","Depreciation of rental housing in excess of alternative depreciation system",""
"#+","","JCT",2010,"","","","","","","","",400.00,500.00,500.00,500.00,500.00,"","","","","","","","","","","","",3800.00,4100.00,4800.00,4900.00,4800.00,"","","","","Depreciation of rental housing in excess of alternative depreciation system","This tax expenditure can be found in ""Major Provisions Not Classified as Tax Subsidies"" on page 69 in the JCT's FY2010 <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures</em>.</a>"
