"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
"","Health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"#","Credit for employee health insurance expenses of small business ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The baseline tax system would not allow credits for particular activities or targeted at specific groups. In contrast, the Tax Code provides a tax credit to qualified small employers that make a certain level of non-elective contributions towards the purchase of certain health insurance coverage for its employees. To receive a credit, an employer must have fewer than 25 full-time-equivalent employees whose average annual full-time-equivalent wages from the employer are less than $50,000 (indexed for taxable years after 2013). However, to receive a full credit, an employer must have no more than 10 full-time employees, and the average wage paid to these employees must be no more than $25,000 (indexed for taxable years after 2013). A qualifying employer may claim the credit for any taxable year beginning in 2010, 2011, 2012, and 2013 and for up to two years for insurance purchased through a Health Insurance Exchange thereafter. For taxable years beginning in 2010, 2011, 2012, and 2013, the maximum credit is 35 percent of premiums paid by qualified taxable employers and 25 percent of premiums paid by qualified tax-exempt organizations. For taxable years beginning in 2014 and later years, the maximum tax credit will increase to 50 percent of premiums paid by qualified taxable employers and 35 percent of premiums paid by qualified tax-exempt organizations. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2012,"","","","","","","","","","",300.00,600.00,800.00,900.00,700.00,"","","","","","","","","","","","",1600.00,3600.00,4400.00,5100.00,4500.00,"","","Tax credit for small businesses purchasing employer insurance",""
"#+",137,"Treasury",2012,"","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",2300.00,2420.00,3440.00,3810.00,4460.00,4740.00,4190.00,"Credit for employee health insurance expenses of small business ","In addition, the small business credit provision has outlay effects (in millions of dollars) as follows: 2011 $180; 2012 $260; 2013 $290; 2014 $340; 2015 $360; and 2016 $320."
"#","Deductibility of charitable contributions (health)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The baseline tax system would not allow a deduction for personal expenditures. In contrast, the Tax Code provides individuals and corporations a deduction for contributions to nonprofit health institutions. Tax expenditures resulting from the deductibility of contributions to other charitable institutions are listed under the education, training, employment, and social services function. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2001,800.00,900.00,1000.00,1100.00,"","","","","","","","","","","","","",2100.00,2300.00,2400.00,2500.00,"","","","","","","","","","","","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2002,800.00,800.00,900.00,1000.00,1100.00,"","","","","","","","","","","","",2700.00,2900.00,3100.00,3400.00,3600.00,"","","","","","","","","","","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2003,"",900.00,1000.00,1000.00,1100.00,1200.00,"","","","","","","","","","","","",2900.00,3100.00,3200.00,3400.00,3500.00,"","","","","","","","","","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2004,"","",1000.00,1000.00,1100.00,1200.00,1300.00,"","","","","","","","","","","","",3800.00,4200.00,4400.00,4500.00,4500.00,"","","","","","","","","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2005,"","","",900.00,900.00,1000.00,1000.00,1000.00,"","","","","","","","","","","","",4200.00,4400.00,4500.00,4600.00,4800.00,"","","","","","","","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2006,"","","","",900.00,1000.00,1000.00,1000.00,1100.00,"","","","","","","","","","","","",3500.00,3700.00,3800.00,3900.00,4000.00,"","","","","","","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2007,"","","","","",900.00,1000.00,1000.00,1000.00,1100.00,"","","","","","","","","","","","",3300.00,3700.00,4100.00,4300.00,4800.00,"","","","","","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2008,"","","","","","",800.00,800.00,900.00,900.00,900.00,"","","","","","","","","","","","",3700.00,4000.00,4300.00,4700.00,4800.00,"","","","","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2009,"","","","","","","",900.00,900.00,900.00,900.00,900.00,"","","","","","","","","","","","",4000.00,4300.00,4500.00,4700.00,5000.00,"","","","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2010,"","","","","","","","",300.00,300.00,300.00,300.00,300.00,"","","","","","","","","","","","",3900.00,4000.00,4300.00,4600.00,5000.00,"","","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2011,"","","","","","","","","",300.00,300.00,300.00,300.00,300.00,"","","","","","","","","","","","",3200.00,3700.00,4100.00,4200.00,4400.00,"","","","Deduction for charitable contributions to health organizations",""
"#+","","JCT",2012,"","","","","","","","","","",1800.00,1800.00,1900.00,1900.00,2000.00,"","","","","","","","","","","","",2500.00,3000.00,3300.00,3500.00,3600.00,"","","Deduction for charitable contributions to health organizations",""
"#+",101,"Treasury",2001,620.00,660.00,720.00,740.00,735.00,780.00,"","","","","","","","","","","",2180.00,2270.00,2360.00,2470.00,2580.00,2710.00,"","","","","","","","","","","","Deductibility of charitable contributions (health)",""
"#+",103,"Treasury",2002,730.00,720.00,710.00,760.00,740.00,710.00,830.00,"","","","","","","","","","",2180.00,2280.00,2390.00,2510.00,2640.00,2770.00,2910.00,"","","","","","","","","","","Deductibility of charitable contributions (health)",""
"#+",103,"Treasury",2003,"",710.00,820.00,920.00,1010.00,1010.00,1080.00,1150.00,"","","","","","","","","","",3300.00,3360.00,3500.00,3680.00,3840.00,4020.00,4170.00,"","","","","","","","","","Deductibility of charitable contributions (health)",""
"#+",103,"Treasury",2004,"","",870.00,850.00,860.00,1010.00,990.00,980.00,980.00,"","","","","","","","","","",3370.00,3510.00,3720.00,3890.00,4080.00,4240.00,4510.00,"","","","","","","","","Deductibility of charitable contributions (health)",""
"#+",103,"Treasury",2005,"","","",140.00,150.00,160.00,160.00,170.00,180.00,190.00,"","","","","","","","","","",3250.00,2940.00,3190.00,3510.00,3720.00,3970.00,4260.00,"","","","","","","","Deductibility of charitable contributions (health)",""
"#+",112,"Treasury",2006,"","","","",150.00,160.00,160.00,170.00,180.00,190.00,200.00,"","","","","","","","","","",2940.00,3190.00,3510.00,3720.00,3970.00,4260.00,4570.00,"","","","","","","Deductibility of charitable contributions (health)",""
"#+",129,"Treasury",2007,"","","","","",160.00,160.00,170.00,180.00,190.00,200.00,210.00,"","","","","","","","","","",3190.00,3510.00,3720.00,3970.00,4260.00,4570.00,4900.00,"","","","","","Deductibility of charitable contributions (health)",""
"#+",126,"Treasury",2008,"","","","","","",170.00,180.00,190.00,200.00,210.00,220.00,230.00,"","","","","","","","","","",4020.00,4380.00,4970.00,5370.00,5750.00,6160.00,6620.00,"","","","","Deductibility of charitable contributions (health)",""
"#+",127,"Treasury",2009,"","","","","","","",180.00,190.00,200.00,210.00,220.00,230.00,240.00,"","","","","","","","","","",4130.00,4700.00,5100.00,5490.00,5940.00,6430.00,6840.00,"","","","Deductibility of charitable contributions (health)",""
"#+",131,"Treasury",2010,"","","","","","","","",180.00,190.00,200.00,210.00,220.00,230.00,240.00,"","","","","","","","","","",4130.00,4700.00,5100.00,5490.00,5940.00,6430.00,6840.00,"","","Deductibility of charitable contributions (health)",""
"#+",136,"Treasury",2011,"","","","","","","","","",180.00,180.00,190.00,200.00,210.00,230.00,240.00,"","","","","","","","","","",3970.00,4080.00,4760.00,5180.00,5600.00,6000.00,6400.00,"","Deductibility of charitable contributions (health)",""
"#+",138,"Treasury",2012,"","","","","","","","","","",180.00,190.00,200.00,210.00,230.00,240.00,250.00,"","","","","","","","","","",3670.00,4280.00,4670.00,5040.00,5400.00,5760.00,6110.00,"Deductibility of charitable contributions (health)",""
"#","Deductibility of medical expenses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The baseline tax system would not allow a deduction for personal expenditures. In contrast, under current law personal expenditures for medical care (including the costs of prescription drugs) exceeding 7.5 percent of the taxpayer's adjusted gross income are deductible. For tax years beginning after 2012, only medical expenditures exceeding 10 percent of the taxpayer's adjusted gross income are deductible. However, for the years 2013, 2014, 2015 and 2016, if either the taxpayer or the taxpayer's spouse turns 65 before the end of the taxable year, the threshold remains at 7.5 percent of adjusted income. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2001,0.00,0.00,0.00,0.00,"","","","","","","","","","","","","",4300.00,4500.00,4700.00,4900.00,"","","","","","","","","","","","","","Deduction for medical expenses and long-term care expenses",""
"#+","","JCT",2002,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",4400.00,4800.00,5100.00,5400.00,5800.00,"","","","","","","","","","","","","Deduction for medical expenses and long-term care expenses",""
"#+","","JCT",2003,"",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",5100.00,5400.00,5600.00,6000.00,6300.00,"","","","","","","","","","","","Deduction for medical expenses and long-term care expenses",""
