Indent,Category,Source,Report,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Expenditure Name
,Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Deferral of tax on shipping companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,61,Treasury,2000,15,15,15,15,15,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,Deferral of tax on shipping companies
#+,192,Treasury,2001,15,15,15,15,15,15,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,Deferral of tax on shipping companies
#+,324,Treasury,2002,20,20,20,20,20,20,20,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,Deferral of tax on shipping companies
#+,455,Treasury,2003,,20,20,20,20,20,20,20,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,Deferral of tax on shipping companies
#+,591,Treasury,2004,,,20,20,20,20,20,20,20,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,Deferral of tax on shipping companies
#+,728,Treasury,2005,,,,20,20,20,20,20,20,20,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,Deferral of tax on shipping companies
#+,871,Treasury,2006,,,,,20,20,20,20,20,20,20,,,,,,,,,,0,0,0,0,0,0,0,,,,,,Deferral of tax on shipping companies
#+,1032,Treasury,2007,,,,,,20,20,20,20,20,20,20,,,,,,,,,,0,0,0,0,0,0,0,,,,,Deferral of tax on shipping companies
#+,1192,Treasury,2008,,,,,,,20,20,20,20,20,20,20,,,,,,,,,,0,0,0,0,0,0,0,,,,Deferral of tax on shipping companies
#+,1353,Treasury,2009,,,,,,,,20,20,20,20,20,20,20,,,,,,,,,,0,0,0,0,0,0,0,,,Deferral of tax on shipping companies
#+,1517,Treasury,2010,,,,,,,,,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,Deferral of tax on shipping companies
#+,1682,Treasury,2011,,,,,,,,,,20,20,20,20,20,20,20,,,,,,,,,,0,0,0,0,0,0,0,Deferral of tax on shipping companies
#+,1843,JCT,2001,100,100,100,100,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,Deferral of tax on capital construction funds of shipping companies
#+,1981,JCT,2002,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,Deferral of tax on capital construction funds of shipping companies
#+,2120,JCT,2003,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,Deferral of tax on capital construction funds of shipping companies
#+,,JCT,2004,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,Deferral of tax on capital construction funds for shipping companies
#+,,JCT,2005,,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,Deferral of tax on capital construction funds of shipping companies
#+,,JCT,2006,,,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,,,,Deferral of tax on capital construction funds of shipping companies
#+,2266,JCT,2007,,,,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,,,Deferral of tax on capital construction funds of shipping companies
#+,2444,JCT,2008,,,,,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,,Deferral of tax on capital construction funds of shipping companies
#+,2613,JCT,2009,,,,,,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,Deferral of tax on capital construction funds of shipping companies
#+,2809,JCT,2010,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,Deferral of tax on capital construction funds of shipping companies
#+,3072,JCT,2011,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,Deferral of tax on capital construction funds of shipping companies
#,Exclusion of reimbursed employee parking expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#+,62,Treasury,2000,0,0,0,0,0,,,,,,,,,,,,1630,1690,1750,1815,1885,,,,,,,,,,,,Exclusion of reimbursed employee parking expenses
#+,193,Treasury,2001,0,0,0,0,0,0,,,,,,,,,,,1805,1895,1995,2100,2210,2330,,,,,,,,,,,Exclusion of reimbursed employee parking expenses
#+,325,Treasury,2002,0,0,0,0,0,0,0,,,,,,,,,,1880,1980,2090,2190,2300,2420,2550,,,,,,,,,,Exclusion of reimbursed employee parking expenses
#+,456,Treasury,2003,,0,0,0,0,0,0,0,,,,,,,,,,1980,2090,2190,2300,2420,2550,2670,,,,,,,,,Exclusion of reimbursed employee parking expenses
#+,592,Treasury,2004,,,0,0,0,0,0,0,0,,,,,,,,,,2070,2180,2290,2410,2540,2680,2810,,,,,,,,Exclusion of reimbursed employee parking expenses
#+,729,Treasury,2005,,,,0,0,0,0,0,0,0,,,,,,,,,,2130,2240,2360,2490,2610,2740,2880,,,,,,,Exclusion of reimbursed employee parking expenses
#+,872,Treasury,2006,,,,,0,0,0,0,0,0,0,,,,,,,,,,2470,2590,2730,2880,3030,3180,3330,,,,,,Exclusion of reimbursed employee parking expenses
