Last_Report_Year,TRS_ID,System_Name,City,State,UZA_NAME,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,TOS,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,"2,437,474","3,081,111","3,625,095","4,655,012","4,694,692","6,801,385","9,745,442","10,914,761","11,738,651","11,179,874","11,112,661","11,128,707","11,780,323","12,475,839","13,102,986","13,825,104","11,310,123"
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,DO,"192,114","184,519","192,750","443,646","307,356","518,247","520,570","453,875","472,289","468,273","365,916","379,678","410,245","409,335","380,324",,
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"362,335,461","382,554,388","376,331,250","380,340,587","376,567,068","433,077,492","449,185,423","402,355,077","438,517,821","460,124,637","446,716,820","428,968,369","433,019,222","457,908,164","415,515,600","438,465,911","463,901,941"
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,"5,210,476","4,364,939","4,339,803","3,641,272","3,615,049","2,048,190",,,,,,,,,0,0,"2,639,960"
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",TB,DO,"41,582,013","44,650,460","41,607,184","41,644,789","41,360,561","40,640,745","41,423,537","42,121,764","42,291,789","43,060,538","41,892,057","39,825,243","42,467,497","42,091,766","43,109,865","41,739,204","41,856,359"
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,"36,660,421","47,624,762","61,598,976","60,313,591","51,469,736","50,755,540","53,954,352","51,387,812","49,475,480","50,277,645","47,598,450","42,980,198","44,729,220","40,424,523","42,790,485","44,801,457","52,679,411"
2007,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",DR,DO,"1,703,802","1,881,040","2,057,113","2,162,053","2,359,472","2,349,492","2,344,554","2,103,507","2,147,020","1,970,897","2,049,308","1,931,647","2,134,361","2,059,755","2,017,173","1,824,293","2,090,988"
2007,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",DR,PT,"449,865","635,260","715,338","889,974","1,102,939","1,129,983","1,196,108","1,123,056","1,397,131","1,377,708","1,236,631","1,443,602","1,593,306","1,756,898","1,641,141","1,586,705","1,964,406"
2007,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",MB,DO,"33,629,761","28,168,347","33,611,886","31,968,461","33,744,937","33,918,088","33,226,291","34,754,005","32,410,602","35,088,446","32,358,402","32,765,382","31,058,934","34,500,038","34,288,907","31,791,789","41,798,179"
2007,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",VP,DO,"887,631","1,205,736","1,388,209","1,622,227","1,420,804","1,559,386","1,662,836","1,827,054","1,450,483","1,394,686","1,853,658","1,934,022","2,456,377","2,360,287","2,984,694","3,551,275","3,741,779"
2007,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,"1,391,281","1,419,821","1,326,615","1,234,575","1,163,619","1,134,230","1,098,677","1,081,524","939,930","836,422","1,025,652","1,308,346","1,436,624","1,406,260","1,272,606","1,105,493","997,436"
2007,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,"1,938,586","1,788,540","2,378,379","2,963,097","3,543,583","2,272,945","1,973,394","3,604,124","3,197,364","3,101,971","2,600,047","2,572,015","2,369,898","2,448,974","2,514,559","2,388,018","2,473,501"
2007,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"33,009,404","34,577,583","35,208,238","56,704,415","58,186,160","62,601,208","75,066,079","81,091,003","86,173,156","89,250,777","89,343,329","84,367,265","96,948,821","94,637,490","46,009,067","44,773,027","46,805,192"
2007,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,"12,352,958","15,409,078","14,555,150","8,657,264",,,,,,,,,,,0,0,0
2007,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,"2,157,500","4,768,647","7,654,750","9,889,750","9,434,348","10,817,750","13,984,250","14,684,500","16,709,750","19,483,000","20,699,250","20,349,750","21,702,468","23,166,500","23,988,808","27,316,175","26,112,181"
2007,0005,Everett Transit,Everett,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,"173,614","194,411","249,818","200,308","194,458","220,116","251,001","245,380","243,288","261,977","250,168","253,814","384,790","423,360","387,452","403,579","501,343"
2007,0005,Everett Transit,Everett,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"5,744,461","5,467,632","6,170,829","5,545,577","5,623,960","4,206,362","3,840,767","3,845,920","5,082,886","5,508,584","5,752,856","5,153,408","6,553,260","6,564,517","7,142,928","7,690,665","8,107,241"
2007,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",DR,PT,"165,391","165,391","182,292","412,942","398,525","266,453","267,392","171,630","308,709","319,072","345,384","333,840","256,094","409,327","418,078","289,153","287,666"
2007,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",MB,DO,"4,226,760","4,964,668","5,044,401","4,142,736","2,529,027","2,166,687","1,844,756","1,942,914","2,058,248","3,394,552","3,593,420","3,107,455","2,924,260","2,932,278","3,001,160","3,067,240","3,637,702"
2007,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",VP,DO,,,,,,,,,,,,"82,489","198,960","273,840","1,938,132","1,941,156","2,623,320"
2007,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",DR,PT,"189,397","438,109","457,348","502,810","517,556","530,729","566,540","611,253","595,070","655,877","743,209","743,394","756,832","787,929","755,355","960,198","1,072,290"
2007,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",MB,DO,"26,210,724","25,993,121","28,782,212","29,000,374","30,574,882","32,779,717","33,175,673","32,773,811","34,329,404","34,792,386","30,954,161","30,781,460","26,651,598","32,313,579","35,004,571","38,908,469","35,667,644"
2007,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",VP,PT,,,,,,,,,,,,,,,"144,364","641,873","650,211"
2007,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",DR,DO,,,,,"14,431","58,292","91,309",0,"150,777",,,,,,,,
2007,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",DR,PT,"4,089,256","3,762,828","3,684,208","4,383,430","4,666,728",0,"7,314,423","5,830,767","6,057,709","6,624,864","6,830,828","7,244,220","8,023,542","8,497,525","9,068,552","9,289,193","9,684,352"
2007,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",LR,DO,"40,895,614","41,292,221","43,142,869","46,418,361","39,689,969","47,866,023","54,727,726","63,299,139","128,491,830","140,859,890","144,023,605","167,554,612","169,571,618","181,760,354","178,499,147","179,875,394","186,540,535"
2007,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",MB,DO,"175,040,451","178,743,516","177,541,615","207,248,361","201,893,237","225,295,110","229,358,461","237,049,756","206,844,098","207,760,486","216,054,689","239,044,998","237,345,046","241,598,358","245,065,287","247,565,590","223,265,805"
2007,0008,Tri-County Metropolitan Transportation District of Oregon,Portland,OR,"Portland, OR-WA",23,474,"1,583,138",MB,PT,"787,400","616,704","624,330","841,370","402,713",,,,,,,,,,,,
2007,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",DR,DO,"41,463","49,276","70,623","107,177","115,046","131,928","140,835","161,679","172,998","166,533","165,488","175,103","190,233","192,554","200,502","215,132","222,020"
2007,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",DR,PT,,,,,,,,,,,,,"3,633","10,748","15,936","17,420","14,686"
2007,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",MB,DO,"3,657,102","3,227,986","3,193,198","3,962,277","4,976,336","4,498,228","4,431,797","5,097,515","4,925,884","4,774,189","4,954,340","5,079,033","3,712,604","3,460,373","3,536,697","3,422,079","3,439,416"
2007,0011,Valley Regional Transit,Meridian,ID,"Boise City, ID",116,109,"272,625",MB,PT,,,,,,,,,,,,,"480,204","889,278","1,186,581","1,330,729","1,352,597"
2007,0012,Municipality of Anchorage - Public Transportation Department,Anchorage,AK,"Anchorage, AK",135,79,"225,744",DR,PT,"380,429","315,956","355,488","428,907","377,794","419,420","543,974","965,807","1,049,524","1,200,352","1,237,243","1,278,814","1,254,532","1,402,931","1,325,520","1,296,938","1,295,638"
2007,0012,Municipality of Anchorage - Public Transportation Department,Anchorage,AK,"Anchorage, AK",135,79,"225,744",MB,DO,"16,168,288","14,654,973","14,674,769","14,559,068","14,509,915","13,854,437","14,327,950","14,362,603","15,074,741","15,291,391","14,983,880","13,915,267","14,796,030","16,408,748","17,684,190","17,557,441","17,760,180"
2007,0012,Municipality of Anchorage - Public Transportation Department,Anchorage,AK,"Anchorage, AK",135,79,"225,744",VP,PT,,,,,,"1,584,282","1,929,585","1,815,388","2,117,632","2,791,740","3,366,510","3,100,178","3,776,222","3,963,375","3,996,430",0,0
1992,0015,Snohomish County Transportation Authority,Lynnwood,WA,"Seattle, WA",18,588,"1,744,086",MB,DO,,0,,,,,,,,,,,,,,,
1992,0015,Snohomish County Transportation Authority,Lynnwood,WA,"Seattle, WA",18,588,"1,744,086",MB,PT,0,,,,,,,,,,,,,,,,
2007,0016,Community Urban Bus Service,Longview,WA,"Longview, WA-OR",378,27,"60,443",DR,PT,"33,285","41,697","102,240","123,836",,,"105,048","126,430","135,231","128,886","129,337","136,765","123,429","136,148","138,566","148,262","142,240"
2007,0016,Community Urban Bus Service,Longview,WA,"Longview, WA-OR",378,27,"60,443",MB,DO,"1,061,951","1,062,066","1,615,642","1,694,917",,,"1,866,647","2,110,053","2,101,344","1,486,255","1,528,165","1,831,563","1,362,628","1,410,006","1,352,239","1,384,389","1,428,907"
2007,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",DR,DO,"802,656","802,656","1,353,235","1,349,120","1,475,427","1,480,652","1,475,427","1,574,959","1,574,991","1,574,967","1,514,143","1,595,159","1,737,452",,"2,032,652","1,737,452","1,772,466"
2007,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",DR,PT,"50,884","50,884","154,605","199,020","568,000","570,350","774,027","1,030,336","1,030,164","1,030,322","740,120","791,928","1,014,087",,"1,580,130","1,214,096","1,250,336"
2007,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",MB,DO,"23,812,093","23,812,093","25,796,306","25,793,312","25,709,062","25,793,312","25,709,062","26,356,121","26,356,167","26,356,088","19,765,690","18,467,764","19,021,666",,"20,587,397","21,155,316","22,103,980"
2007,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",MB,PT,"2,381","8,215","158,100","199,832","1,063,600","1,085,200",,,,,,,,,,,
2007,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851",VP,DO,"804,048","804,048","10,727,180","12,646,400","18,696,600","22,523,904","20,372,970","19,428,864","19,428,948","19,428,960","20,628,225","20,916,211","19,844,055",,"28,677,376","27,194,180","33,587,944"
2007,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",DR,DO,"121,049","240,224","375,401","581,662","639,852","635,186","667,160","648,200","872,647","703,423","695,582","648,452","609,311","646,263","753,212","780,803","898,277"
2007,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",DR,PT,"106,082",,,,,,,,,,,,,,,,
2007,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",MB,DO,"10,099,158","11,576,576","10,998,156","13,617,787","13,158,779","12,887,022","12,674,771","11,960,447","12,242,332","9,656,063","9,006,306","8,673,533","9,273,413",0,"11,268,302","12,838,250","14,309,433"
2007,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",MB,PT,"19,046",,,,,,,,,,,,,,,,
2007,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826",VP,DO,"3,027,360","4,011,055","3,994,575","4,537,260","3,684,825","4,385,304","5,023,945","5,421,145","6,440,015","7,277,920","8,003,840","8,362,680","9,512,067","10,430,891","13,998,471","17,036,771","19,828,186"
2007,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",DR,DO,,0,,,"1,597,284","2,210,997","2,642,625","2,178,318","2,270,920","1,579,981","2,111,572","2,550,905","2,769,284","3,102,759","2,969,950","2,918,650","2,939,486"
2007,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",DR,PT,"778,358","760,908","2,220,456","2,178,631","651,490","226,470",,,,,,,,,,,
2007,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",FB,PT,,"1,454","87,301","377,613","465,086","443,566","466,496","756,981","789,047","432,203","460,975","523,784","550,783","630,891","736,276","736,200","743,489"
2007,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",MB,DO,"16,764,260","17,228,496","20,803,852","24,075,974","28,438,900","32,437,842","33,333,195","23,767,481","24,943,378","17,880,742","19,054,702","21,160,688","18,889,329","18,929,379","19,118,440","18,129,746","17,942,060"
2007,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",OR,PT,0,,,,,,,,,,,,,,,,
2007,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369",VP,DO,"2,213,568","2,821,320","2,865,120","4,452,000","4,878,336","9,062,560","6,836,240","7,043,094","7,110,988","3,134,404","3,250,360","4,419,752","5,285,371","5,068,609","6,314,963","6,622,542","6,536,574"
2007,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",DR,DO,,,,"594,380","628,263","677,825","739,280","1,035,164","1,153,953","1,162,606","1,111,789","1,058,226","966,546","1,651,791","989,781","978,168","1,002,412"
2007,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",DR,PT,"685,140","690,093","497,380","12,911","22,958","23,093","21,455","26,075","28,207","14,193","12,174","15,300","12,126","11,097","10,336","11,240","12,673"
2007,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",MB,DO,"7,348,048","7,361,617","5,916,154","7,829,033","7,049,728","8,607,704","8,880,582","9,206,695","8,101,235","8,447,800","8,374,090","8,374,090","8,601,616","9,421,740","9,937,470","10,703,197","11,230,150"
2007,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",VP,PT,,,,,0,,,,,,,,,,,,
2007,0022,City of Pocatello - Pocatello Regional Transit,Pocatello,ID,"Pocatello, ID",370,30,"62,498",DR,DO,"47,529","44,556","51,180","68,316","63,086","65,146","73,464","97,543","91,635","99,779","133,360","147,296","193,767","182,811","163,337","157,322","426,499"
2007,0022,City of Pocatello - Pocatello Regional Transit,Pocatello,ID,"Pocatello, ID",370,30,"62,498",MB,DO,"1,005,271","1,056,428","987,976","985,264","1,394,247","1,456,984","1,637,674","1,804,610","2,047,359","2,005,308","1,944,984","2,010,284","2,148,365","2,165,010","2,112,444","2,026,444","2,005,080"
2007,0023,City of Seattle - Seattle Center Monorail Transit,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MO,PT,,,"2,330,887","2,331,249","2,520,027","2,283,870","2,284,043","2,393,639","2,186,611","2,217,237","2,272,028","1,843,914","1,892,099","688,403","1,355,616","215,753","1,430,159"
2007,0023,City of Seattle - Seattle Center Monorail Transit,Seattle,WA,"Seattle, WA",14,954,"2,712,205",OR,DO,"2,444,824","2,399,155",,,,,,,,,,,,,,,
2007,0023,City of Seattle - Seattle Center Monorail Transit,Seattle,WA,"Seattle, WA",14,954,"2,712,205",OR,PT,0,,,,,,,,,,,,,,,,
2007,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",DR,DO,,,,,,,,,"666,975","1,197,375","1,254,787","1,334,937","1,395,737","1,104,788","1,139,924","1,203,188","1,300,870"
2007,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",DR,PT,"841,466","741,213","669,418","778,862","905,478","1,061,587","1,355,168","1,189,885","680,293",,,,,,,,
2007,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",MB,DO,"15,362,117","13,259,772","21,988,044","23,237,291","28,306,655","31,803,968","33,804,994","37,935,106","42,011,749","35,185,123","32,070,824","30,905,761","35,570,764","37,945,869","29,694,702","29,268,989","25,849,236"
2007,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",MB,PT,"566,610",,,,,,,,,,,,,,,,
2007,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",VP,DO,"651,199","105,139","481,574","408,994","379,015","430,259","780,152","1,095,168","1,979,572","1,836,135","1,129,905","873,359","888,064","360,001","2,580",,
2007,0025,Salem Area Mass Transit District,Salem,OR,"Salem, OR",145,69,"207,229",DR,PT,,,,,,,,,,"353,544","359,621","416,251","856,198","900,270","1,033,835","1,157,971","3,274,771"
2007,0025,Salem Area Mass Transit District,Salem,OR,"Salem, OR",145,69,"207,229",MB,DO,"8,779,663","9,517,578",0,"10,128,157","8,666,060","8,847,387","10,172,556","11,722,995","12,117,672","12,466,671","13,265,154","14,301,048","15,464,997","16,051,752","16,238,835","16,270,599","15,338,365"
2007,0025,Salem Area Mass Transit District,Salem,OR,"Salem, OR",145,69,"207,229",VP,PT,,,,,,,,,,,,,,,"282,334","1,113,153","1,166,256"
2007,0028,Pierce County Ferry Operations,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",FB,DO,"843,334","921,570",,,,,,,,,,,,,,,
2007,0028,Pierce County Ferry Operations,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",FB,PT,,,"982,394","1,029,451","1,167,187","1,182,949","1,308,845","1,290,538","1,295,929","1,395,411","1,407,440","1,401,734","1,448,014","1,795,821","1,863,904","1,875,483","1,719,227"
2007,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,"2,216,812"
2007,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,"24,459,743","26,076,894","27,224,150","27,838,515","32,372,000","36,625,165","41,911,329","43,406,952","46,119,401","36,633,529","39,611,262","42,570,472","41,918,518","44,649,128","46,598,969","50,081,862","54,789,970"
2007,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,,"41,898,290","42,781,540","43,451,356","44,584,068","46,667,634","48,783,072","48,174,101","49,663,074","59,059,459","64,849,102","64,549,741","66,777,118","55,405,464","30,295,967","32,430,332","36,138,829"
2007,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,0,0,0,0,,"15,758,500","28,133,672","32,983,533","17,166,622","19,274,175","20,707,470","17,169,180","15,941,322","15,389,338","17,480,810","19,426,451","20,310,466"
2006,0033,Senior Services of Snohomish County,Mukilteo,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,"1,188,317","1,328,301","1,442,132","1,959,542","2,163,988","1,183,329","1,641,152","1,692,881","1,875,544","1,510,796","1,449,709","1,645,763","1,541,094","1,613,961","1,946,789","2,121,642",
2007,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780",DR,DO,,,,,,,,,,,,"33,318",0,"22,440",,,
2007,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780",DR,PT,,,"3,494","16,555","75,769","280,179","215,475","320,025","320,337","345,240","258,212","284,256","384,048","434,990","558,960","537,642","194,392"
2007,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780",MB,DO,"5,767,686","3,075,307","3,046,230","3,688,886","2,822,728","2,874,127","1,491,750","810,645","810,390","784,728","1,496,685","1,611,046","1,876,957","2,176,425","2,247,558","2,501,120","1,802,638"
2007,0035,Washington State Ferries,Seattle,WA,"Seattle, WA",14,954,"2,712,205",FB,DO,"107,484,145","113,321,179","102,763,558","108,201,288","110,360,020","118,851,189","119,352,156","125,784,493","130,013,254","131,380,206","127,662,404","125,302,428","193,507,330","189,631,514","183,049,355","181,981,631","185,189,835"
1991,0036,"ATE Management & Service Company, Inc.",Mukilteo,WA,"Seattle, WA",18,588,"1,744,086",MB,DO,"43,528,905",,,,,,,,,,,,,,,,
1998,0038,Community and Rural Transportation,Idaho Falls,ID,"Idaho Falls, ID",362,21,"56,356",DR,DO,,,0,"524,088","380,416","387,072","412,160","437,760",,,,,,,,,
2007,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",CR,PT,,,,,,,,,,"3,010,800","14,837,580","20,592,485","18,972,495","24,030,761","31,876,841","41,509,225","52,987,255"
2007,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,DO,,,,,,,,,,,,,0,"730,721","982,233","982,964","871,778"
2007,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,PT,,,,,,,,,,,,0,,,,,
2007,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,,,,,,,,,,,,,,,,,"132,662,751"
2007,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,,,,,,,,,0,0,0,0,0,0,"147,837,321","153,735,649","37,926,671"
2007,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",TB,PT,,,,,,,,,0,0,0,0,0,0,,,
2007,0041,Alaska Railroad Corporation,Anchorage,AK,"Anchorage, AK",135,79,"225,744",AR,DO,,,,,,,,,,,"1,943,137","1,849,590","1,887,324","2,069,542","2,813,125","2,278,329","2,404,143"
2007,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",DR,DO,,,,,,,,,,,,,,,,0,
2007,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",DR,PT,,,,,,,,,,"268,975","179,920",0,,,,,
2007,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",MB,DO,,,,,,,,,,,,0,,,,0,
2007,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",MB,PT,,,,,,,,,,"102,960","102,960",0,,,,,
2007,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",DR,DO,,,,,,,,,,,,,,"437,872","313,424","218,043","257,485"
2007,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",DR,PT,,,,,,,,,,,,,,"82,108","104,928","134,799","107,720"
2007,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",MB,DO,,,,,,,,,,,,,,"6,878,670","8,162,160","9,597,205","9,806,341"
2007,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",VP,DO,,,,,,,,,,,,,,,,,"266,220"
2007,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",DR,DO,,,,,,,,,,,,,,0,0,"253,474","295,925"
2007,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",MB,DO,,,,,,,,,,,,,,0,0,0,"2,381,630"
2007,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",VP,DO,,,,,,,,,,,,,,0,0,0,"3,725,593"
2007,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",DR,DO,,,,,,,,,,,,,,"92,461","90,401","133,980","149,112"
2007,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",MB,DO,,,,,,,,,,,,,,"1,829,308","2,824,662","2,666,377","2,089,112"
2007,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",DR,DO,,,,,,,,,,,,0,0,"111,106","112,330","140,764","78,710"
2007,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",MB,DO,,,,,,,,,,,,0,0,"2,225,968","2,432,669","2,491,775","2,087,821"
2007,0049,"VPSI, Anchorage",Anchorage,AK,"Anchorage, AK",135,79,"225,744",VP,DO,,,,,,,,,,,,,,,,"4,624,757","6,616,204"
2007,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",DR,PT,,,,,,,,,,,,,,,,,0
2007,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",MB,PT,,,,,,,,,,,,,,,,,0
2007,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",CR,PT,,,,,,,,,,,,,0,,,,
2007,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",DR,DO,,,,,,,,,,,,"103,874","1,795,802","4,860,037","5,587,783","5,068,429","5,088,694"
2007,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",DR,PT,,,,,"170,861","225,685","365,300","2,648,384","3,141,745",0,0,0,"4,488,426","1,864,661","2,064,988","2,087,784","2,274,989"
2007,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",MB,DO,"66,826,478","55,681,400","54,879,820","59,403,506","54,645,416","65,064,166","48,751,964","44,865,010","46,929,456","40,553,532","41,480,597","55,577,578","65,272,032","71,771,246","79,402,705","77,557,898","87,502,812"
2007,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549",DR,DO,"22,829","21,752",,0,"29,476","32,070","32,276","36,292","41,792","30,734","41,160","32,648","16,987","43,151","43,136","44,436","36,304"
2007,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549",MB,DO,"1,638,582","1,885,460",,0,"2,035,624","2,140,198","2,325,152","2,183,596","2,265,352","2,268,383","1,709,022","1,687,606","1,156,780","1,176,506","1,274,126","1,371,200","1,420,568"
2007,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",CR,DO,,"368,607,011","402,375,958","431,390,338","476,456,978",,,"599,115,814","697,193,214","715,045,255","784,412,984","764,774,597","792,662,522","783,544,597","755,587,538","749,518,088","790,800,557"
