"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
"","Education, training, employment, and social services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#","Adoption credit and exclusion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The baseline tax system would not allow credits for particular activities. Instead, taxpayers can receive a refundable tax credit for qualified adoption expenses under current law. The maximum credit is $13,170 per child for 2010, and is phased-out ratably for taxpayers with modified AGI between $182,520 and $222,520. The credit amounts and the phase-out thresholds are indexed for inflation. Taxpayers may also exclude qualified adoption expenses from income, subject to the same maximum amounts and phase-out as the credit. The same expenses cannot qualify for tax benefits under both programs; however, a taxpayer may use the benefits of the exclusion and the tax credit for different expenses. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2001,0.00,0.00,0.00,0.00,"","","","","","","","","","","","","",400.00,400.00,200.00,100.00,"","","","","","","","","","","","","","Adoption credit and employee adoption benefits exclusion",""
"#+","","JCT",2002,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,300.00,200.00,100.00,100.00,"","","","","","","","","","","","","Adoption credit and employee adoption benefits exclusion",""
"#+","","JCT",2003,"",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,100.00,"<50","<50","<50","","","","","","","","","","","","Adoption credit and employee adoption benefits exclusion",""
"#+","","JCT",2004,"","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,300.00,300.00,300.00,"","","","","","","","","","","Adoption credit and employee adoption benefits exclusion",""
"#+","","JCT",2005,"","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,300.00,400.00,400.00,400.00,"","","","","","","","","","Adoption credit and employee adoption benefits exclusion",""
"#+","","JCT",2006,"","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",100.00,200.00,200.00,200.00,200.00,"","","","","","","","","Adoption credit and employee adoption benefits exclusion",""
"#+","","JCT",2007,"","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,200.00,200.00,200.00,"","","","","","","","Adoption credit and employee adoption benefits exclusion",""
"#+","","JCT",2008,"","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",400.00,500.00,500.00,500.00,500.00,"","","","","","","Adoption credit and employee adoption benefits exclusion",""
"#+","","JCT",2009,"","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",700.00,700.00,700.00,800.00,200.00,"","","","","","Adoption credit and employee adoption benefits exclusion",""
"#+","","JCT",2010,"","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",400.00,400.00,400.00,100.00,"<50","","","","","Adoption credit and employee adoption benefits exclusion",""
"#+","","JCT",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",400.00,400.00,100.00,"<50","<50","","","","Adoption credit and employee adoption benefits exclusion",""
