"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"10.314","New ERA Rural Technology Competitive Grants Program","Department of Agriculture / National Institute of Food and Agriculture","B - Cooperative Agreements (Discretionary Grants), B - Project Grants",8/19/2010 12:52,6/4/2009 16:49
"10.315","Trade Adjustment Assistance for Farmers Training Coordination Program (TAAF)","Department of Agriculture / National Institute of Food and Agriculture","B - Cooperative Agreements",8/24/2010 7:31,8/19/2009 11:38
"10.672","Rural Development, Forestry, and Communities","Department of Agriculture / Forest Service","B - PROJECT GRANTS",8/6/2010 14:58,4/28/2000 0:00
"10.768","Business and Industry Loans","Department of Agriculture / Rural Development","F - GUARANTEED/INSURED LOANS",9/23/2010 7:51,1/1/1993 0:00
"10.783","Rural Business Enterprise Grants - ARRA","Department of Agriculture / Rural Development","B - Project Grants",10/1/2009 10:56,10/1/2009 10:56
"11.300","Investments for Public Works and Economic Development Facilities","Department of Commerce / Economic Development Administration","B - Project Grants",10/22/2009 12:01,1/1/1965 0:00
"11.303","Economic Development_Technical Assistance","Department of Commerce / Economic Development Administration","B - PROJECT GRANTS",10/16/2009 14:16,1/1/1969 0:00
"11.307","Economic Adjustment Assistance","Department of Commerce / Economic Development Administration","B - PROJECT GRANTS",10/22/2009 12:09,1/1/1975 0:00
"11.312","Research and Evaluation Program","Department of Commerce / Economic Development Administration","B - PROJECT GRANTS",10/22/2009 12:08,1/1/1984 0:00
"11.557","Broadband Technology Opportunities Program (BTOP)","Department of Commerce / National Telecommunications and Information Administration","B - Project Grants",8/27/2010 7:47,5/26/2009 15:39
"11.702","Internship Program for Postsecondary Students","Department of Commerce / Office of the Secretary","B - PROJECT GRANTS",9/19/2008 0:00,1/1/1999 0:00
"12.401","National Guard Military Operations and Maintenance (O&M) Projects","Department of Defense / National Guard Bureau","B - PROJECT GRANTS",6/4/2009 9:58,1/1/1996 0:00
"12.404","National Guard ChalleNGe Program","Department of Defense / National Guard Bureau","A - FORMULA GRANTS",9/1/2010 9:27,1/1/2001 0:00
"14.225","Community Development Block Grants/Special Purpose Grants/Insular Areas","Department of Housing and Urban Development / Office of Community Planning and Development","B - PROJECT GRANTS",7/16/2010 8:01,1/1/1980 0:00
"14.227","Community Development Block Grants/Technical Assistance Program","Department of Housing and Urban Development / Office of Community Planning and Development","B - PROJECT GRANTS",7/16/2010 8:02,1/1/1981 0:00
"14.520","Historically Black Colleges and Universities Program","Department of Housing and Urban Development / Office of Policy Development and Research","B - PROJECT GRANTS",7/21/2010 7:48,1/1/2002 0:00
"14.523","Transformation Initiative Research Grants: Sustainable Community Research Grant Program","Department of Housing and Urban Development / Office of Policy Development and Research","B - Project Grants",9/19/2010 20:05,7/12/2010 6:56
"14.862","Indian Community Development Block Grant Program","Department of Housing and Urban Development / Office of Public and Indian Housing","B - PROJECT GRANTS",6/29/2010 14:45,1/1/1994 0:00
"15.060","Indian Vocational Training_United Tribes Technical College","Department of the Interior / Bureau of Indian Affairs","D - DIRECT PAYMENTS WITH UNRESTRICTED USE, M - TRAINING",9/27/2010 8:59,1/1/1997 0:00
"15.061","Indian Job Placement_United Sioux Tribes Development Corporation","Department of the Interior / Bureau of Indian Affairs","D - DIRECT PAYMENTS WITH UNRESTRICTED USE, K - ADVISORY SERVICES AND COUNSELING",12/1/2010 10:43,1/1/1997 0:00
"15.108","Indian Employment Assistance","Department of the Interior / Bureau of Indian Affairs","C - DIRECT PAYMENTS FOR A SPECIFIED USE",9/27/2010 9:00,1/1/1965 0:00
"15.144","Indian Child Welfare Act_Title II Grants","Department of the Interior / Bureau of Indian Affairs","B - PROJECT GRANTS",12/2/2010 7:56,1/1/1980 0:00
"15.228","National Fire Plan - Wildland Urban Interface Community Fire Assistance","Department of the Interior / Bureau of Land Management","B - PROJECT GRANTS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT, J - PROVISION OF SPECIALIZED SERVICES, K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING",9/27/2010 9:00,1/1/2001 0:00
"15.242","National Fire Plan - Rural Fire Assistance","Department of the Interior / Bureau of Land Management","B - PROJECT GRANTS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT, J - PROVISION OF SPECIALIZED SERVICES, K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING",9/29/2008 0:00,1/1/2005 0:00
"16.004","Law Enforcement Assistance_Narcotics and Dangerous Drugs Training","Department of Justice / Drug Enforcement Administration","M - TRAINING",7/30/2009 11:35,1/1/1969 0:00
"16.012","Alcohol, Tobacco, and Firearms_Training Assistance","Department of Justice / Drug Enforcement Administration","M - TRAINING",9/17/2008 0:00,1/1/2004 0:00
"16.016","Culturally and Linguistically Specific Services Program","Department of Justice / Violence Against Women Office","B - PROJECT GRANTS",11/4/2010 7:49,1/1/2008 0:00
"16.601","Corrections_Training and Staff Development","Department of Justice / Bureau of Prisons","B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING",11/5/2008 0:00,1/1/1976 0:00
"16.603","Corrections_Technical Assistance/Clearinghouse","Department of Justice / Bureau of Prisons","B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION",11/6/2008 0:00,1/1/1976 0:00
"17.002","Labor Force Statistics","Department of Labor / Bureau of Labor Statistics","B - PROJECT GRANTS, L - DISSEMINATION OF TECHNICAL INFORMATION",11/17/2010 10:53,1/1/1969 0:00
"17.003","Prices and Cost of Living Data","Department of Labor / Bureau of Labor Statistics","L - DISSEMINATION OF TECHNICAL INFORMATION",8/23/2010 9:35,1/1/1969 0:00
"17.004","Productivity and Technology Data","Department of Labor / Bureau of Labor Statistics","L - DISSEMINATION OF TECHNICAL INFORMATION",8/23/2010 9:35,1/1/1969 0:00
"17.150","Employee Benefits Security Administration","Department of Labor / Employee Benefits Security Administration","L - DISSEMINATION OF TECHNICAL INFORMATION",6/7/2010 8:16,1/1/1984 0:00
"17.201","Registered Apprenticeship and Other Training","Department of Labor / Employment Training Administration","M - Training",9/25/2010 8:54,1/1/1965 0:00
"17.207","Employment Service/Wagner-Peyser Funded Activities","Department of Labor / Employment Training Administration","A - FORMULA GRANTS, B - Project Grants",8/27/2010 7:52,1/1/1965 0:00
"17.225","Unemployment Insurance","Department of Labor / Employment Training Administration","A - FORMULA GRANTS, D - DIRECT PAYMENTS WITH UNRESTRICTED USE",9/25/2010 8:54,1/1/1965 0:00
"17.235","Senior Community Service Employment Program","Department of Labor / Employment Training Administration","A - FORMULA GRANTS, B - PROJECT GRANTS",9/27/2010 9:01,1/1/1975 0:00
"17.245","Trade Adjustment Assistance","Department of Labor / Employment Training Administration","B - PROJECT GRANTS",8/27/2010 7:52,1/1/1981 0:00
"17.258","WIA Adult Program","Department of Labor / Employment Training Administration","A - Formula Grants",8/23/2010 9:44,1/1/2001 0:00
"17.259","WIA Youth Activities","Department of Labor / Employment Training Administration","A - FORMULA GRANTS",9/29/2010 7:47,1/1/2001 0:00
"17.260","WIA Dislocated  Workers","Department of Labor / Employment Training Administration","A - FORMULA GRANTS, B - Project Grants",8/23/2010 10:04,1/1/2001 0:00
"17.261","WIA Pilots, Demonstrations, and Research Projects","Department of Labor / Employment Training Administration","B - Project Grants",8/23/2010 9:39,1/1/2001 0:00
"17.262","WIA Evaluation","Department of Labor / Employment Training Administration","B - Project Grants",8/23/2010 10:27,8/23/2010 10:27
"17.264","National Farmworker Jobs Program","Department of Labor / Employment Training Administration","A - FORMULA GRANTS",8/24/2010 11:25,1/1/2002 0:00
"17.265","Native American Employment and Training","Department of Labor / Employment Training Administration","B - PROJECT GRANTS",8/24/2010 11:42,1/1/2002 0:00
"17.266","Work Incentive Grants","Department of Labor / Employment Training Administration","B - Cooperative Agreements",8/30/2010 12:55,1/1/2002 0:00
"17.267","Incentive Grants - WIA Section 503","Department of Labor / Employment Training Administration","A - Formula Grants (Cooperative Agreements)",8/27/2010 7:52,1/1/2004 0:00
"17.268","H-1B Job Training Grants","Department of Labor / Employment Training Administration","B - Project Grants",8/27/2010 7:53,1/1/2006 0:00
"17.269","Community Based Job Training Grants","Department of Labor / Employment Training Administration","B - PROJECT GRANTS",8/27/2010 7:53,1/1/2006 0:00
"17.270","Reintegration of Ex-Offenders","Department of Labor / Employment Training Administration","B - PROJECT GRANTS",8/27/2010 7:53,1/1/2006 0:00
"17.271","Work Opportunity Tax Credit Program (WOTC)","Department of Labor / Employment Training Administration","A - FORMULA GRANTS",8/27/2010 7:53,1/1/2006 0:00
