Last_Report_Year,TRS_ID,System_Name,City,State,UZA_NAME,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,TOS,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
2007,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,PT,,,,,,,,,,,,0,,,,,
2007,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,,,,,,,,,,,,,,,,,"449,600"
2007,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,,,,,,,,,0,0,0,0,0,0,"418,167","459,939","73,002"
2007,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",TB,PT,,,,,,,,,0,0,0,0,0,0,,,
2007,0041,Alaska Railroad Corporation,Anchorage,AK,"Anchorage, AK",135,79,"225,744",AR,DO,,,,,,,,,,,"4,880","4,731","4,997","4,944","6,412","6,544","7,240"
2007,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",DR,DO,,,,,,,,,,,,,,,,"4,962",
2007,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",DR,PT,,,,,,,,,,"19,691","13,000","14,976",,,,,
2007,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",MB,DO,,,,,,,,,,,,"2,112",,,,"11,878",
2007,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",MB,PT,,,,,,,,,,"8,580","8,580","6,336",,,,,
2007,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",DR,DO,,,,,,,,,,,,,,"25,306","20,192","19,712","20,248"
2007,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",DR,PT,,,,,,,,,,,,,,"1,784","4,560","3,921","3,070"
2007,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",MB,DO,,,,,,,,,,,,,,"58,481","67,756","70,079","79,738"
2007,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",VP,DO,,,,,,,,,,,,,,,,,"2,040"
2007,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",DR,DO,,,,,,,,,,,,,,"19,728","22,816","24,219","21,753"
2007,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",MB,DO,,,,,,,,,,,,,,"22,985","25,024","32,284","34,835"
2007,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",VP,DO,,,,,,,,,,,,,,"4,032","5,412","11,438","12,750"
