Last_Report_Year,TRS_ID,System_Name,City,State,UZA_NAME,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,TOS,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,,,,,,,,,,,,"$688,012","$527,979","$718,833","$675,488","$659,606","$758,136"
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",LR,DO,,,,,,,,,,,,"$216,413","$218,928","$226,322","$211,571",,
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,,,,,,,,,,,,"$55,995,026","$52,181,801","$56,913,382","$58,136,140","$59,418,649","$64,550,864"
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,,,,,,,,,,,,,,,"$7,872,045",$0,"$9,607,824"
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",TB,DO,,,,,,,,,,,,"$19,012,827","$17,695,832","$16,683,220","$17,007,997","$17,360,619","$15,141,561"
2007,0001,King County Department of Transportation - Metro Transit Division,Seattle,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,,,,,,,,,,,,"$5,089,843","$4,860,704","$4,884,622","$5,552,340","$6,238,455","$6,872,296"
2007,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",DR,DO,,,,,,,,,,,,"$146,607","$164,756","$153,728","$140,569","$149,026","$154,149"
2007,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",DR,PT,,,,,,,,,,,,"$24,152","$24,498","$38,276","$50,562","$52,066","$50,935"
2007,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",MB,DO,,,,,,,,,,,,"$5,018,070","$5,239,111","$5,343,235","$5,411,522","$5,801,631","$6,082,747"
2007,0002,Spokane Transit Authority,Spokane,WA,"Spokane, WA-ID",93,143,"334,858",VP,DO,,,,,,,,,,,,"$153,858","$159,757","$181,344","$244,850","$335,041","$378,692"
2007,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,,,,,,,,,,,,"$102,675","$100,927","$190,174","$91,973","$71,197","$90,107"
2007,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",DR,PT,,,,,,,,,,,,"$43,446","$161,631","$158,061","$158,106","$172,859","$225,811"
2007,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,,,,,,,,,,,,"$6,971,227","$7,207,565","$7,358,403","$7,203,721","$6,490,693","$9,983,459"
2007,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",MB,PT,,,,,,,,,,,,,,,"$3,113,140","$2,642,817","$2,922,723"
2007,0003,Pierce County Transportation Benefit Area Authority,Tacoma,WA,"Seattle, WA",14,954,"2,712,205",VP,DO,,,,,,,,,,,,"$1,387,676","$1,467,675","$1,661,814","$1,642,478","$2,137,441","$2,072,788"
2007,0005,Everett Transit,Everett,WA,"Seattle, WA",14,954,"2,712,205",DR,DO,,,,,,,,,,,,"$19,340","$27,199","$31,703","$31,865","$33,150","$37,626"
2007,0005,Everett Transit,Everett,WA,"Seattle, WA",14,954,"2,712,205",MB,DO,,,,,,,,,,,,"$790,711","$991,654","$1,058,800","$1,042,125","$804,398","$1,023,457"
2007,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",DR,PT,,,,,,,,,,,,"$59,492","$60,350","$65,909","$69,195","$60,806","$77,751"
2007,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",MB,DO,,,,,,,,,,,,"$297,686","$295,959","$278,134","$272,478","$301,019","$331,030"
2007,0006,Yakima Transit,Yakima,WA,"Yakima, WA",235,50,"112,816",VP,DO,,,,,,,,,,,,"$42,103","$77,925","$108,087","$110,275","$112,453","$129,404"
2007,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",DR,PT,,,,,,,,,,,,"$392,245","$413,201","$68,096","$223,319","$259,345","$200,659"
2007,0007,Lane Transit District,Eugene,OR,"Eugene, OR",136,68,"224,049",MB,DO,,,,,,,,,,,,"$4,006,082","$4,314,671","$4,435,613","$4,378,336","$5,078,340","$5,213,706"
