AK,Alaska Railroad Corporation(ARRC),0041,A,57,"1,551.6",,0.0,,"2,130.3",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,"3,682.0",,
AK,Fairbanks North Star Borough Transit(MACS),0045,A,14,322.2,,0.0,,20.1,,0.0,,"1,479.0",,216.5,,1.2,,0.0,,"1,934.8",,0.0,,"3,973.8",,
AK,Municipality of Anchorage - Public Transportation Department(People Mover),0012,B,83,"3,770.9",,"1,302.1",,561.3,,0.0,,"2,881.8",,222.9,,"1,935.5",,0.0,,"16,802.4",,0.0,,"27,477.0",,
AK,"VPSI, Anchorage",0049,D,52,203.8,,0.0,,624.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,827.9,,
AL, Lee-Russell Council of Governments(LRCOG),4073,A,12,360.4,,0.0,,0.0,,0.0,,295.0,,271.7,,0.0,,40.5,,105.9,,0.0,,"1,073.5",,
AL,Birmingham-Jefferson County Transit Authority(MAX),4042,A,97,"2,708.4",,0.0,,186.7,,0.0,,"6,448.1",,"1,601.5",,0.0,,0.0,,"4,360.3",,"8,159.0",,"23,464.0",,
AL,"City of Huntsville, Alabama - Public Transportation Division",4071,B,28,306.6,,0.0,,80.4,,0.0,,"1,523.1",,0.0,,0.0,,0.0,,"1,230.5",,0.0,,"3,140.5",,
AL,Montgomery Area Transit System(MATS),4044,A,33,758.6,,0.0,,10.4,,0.0,,"2,874.4",,0.0,,38.5,,0.0,,"3,220.8",,0.0,,"6,902.7",,
AL,Morgan County Area Transportation System(MCATS),4111,A,28,139.6,,0.0,,0.0,,0.0,,108.7,,137.2,,0.0,,0.0,,545.4,,0.0,,931.0,,
AL,Northwest Alabama Council of Local Governments(NACOLG),4068,A,52,52.7,,0.0,,633.2,,0.0,,555.0,,0.0,,0.0,,0.4,,0.0,,7.3,,"1,248.5",,
AL,Regional Planning Commission of Greater Birmingham(RPCGB),4169,B,42,0.0,,177.9,,0.0,,0.0,,298.3,,0.0,,0.0,,0.0,,0.0,,0.0,,476.2,,
AL,The Wave Transit System(WTS),4043,A,48,"1,082.7",,0.0,,116.4,,0.0,,"3,402.6",,186.0,,0.0,,0.0,,"3,789.8",,0.0,,"8,577.6",,
AL,Tuscaloosa County Parking and Transit Authority(TMT),4045,A,11,249.3,,0.0,,30.0,,0.0,,515.5,,0.0,,0.0,,0.0,,425.0,,0.0,,"1,219.9",,
AL,Wiregrass Transit Authority,4103,B,32,59.5,,0.0,,470.7,,0.0,,507.2,,380.6,,0.0,,128.6,,262.0,,0.0,,"1,808.6",,
AR,Central Arkansas Transit Authority(CATA),6033,A,66,"2,021.3",,0.0,,245.3,,0.0,,"1,875.1",,0.0,,275.0,,0.0,,"8,830.3",,0.0,,"13,247.0",,
AR,Fort Smith Transit(FST),6086,A,11,171.6,,0.0,,43.4,,0.0,,"1,227.9",,1.5,,0.0,,272.0,,25.2,,340.7,,"2,082.3",,
AR,Ozark Regional Transit(ORT),6072,A,14,100.7,,0.0,,169.0,,0.0,,992.2,,130.4,,0.0,,230.9,,649.0,,0.0,,"2,272.2",,
AR,"University of Arkansas, Fayetteville(Razorback Transit)",6062,A,18,688.3,,0.0,,85.9,,0.0,,823.2,,0.0,,31.0,,495.6,,50.0,,0.0,,"2,174.1",,
AZ,City of Glendale Transit,9034,B,19,136.7,,0.0,,745.3,,0.0,,137.5,,0.0,,0.0,,"1,118.0",,900.0,,"5,150.4",,"8,187.9",,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,587,78.7,,"30,899.4",,"26,227.0",,0.0,,"5,172.0",,498.8,,"6,807.9",,0.0,,"30,370.1",,"71,009.7",,"171,063.6",,
AZ,City of Scottsdale - Scottsdale Trolley(COS),9131,B,13,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,379.8,,0.0,,"1,799.6",,"2,179.4",,
AZ,City of Tempe Transportation Planning and Transit Division - dba Valley Metro(TIM - Tempe in Motion),9172,B,118,0.0,,"3,278.2",,"8,674.5",,581.5,,0.0,,0.0,,0.0,,253.8,,0.0,,"21,365.6",,"34,153.6",,
AZ,City of Tucson(COT),9033,A,302,"9,804.6",,0.0,,716.5,,0.0,,"2,109.4",,997.5,,0.0,,"9,712.0",,"30,831.4",,"5,297.6",,"59,469.0",,
AZ,Maricopa County Special Transportation Services(MCHSD),9132,A,35,0.0,,0.0,,9.7,,0.0,,0.0,,"1,360.9",,658.5,,0.0,,"1,326.4",,0.0,,"3,355.5",,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,20,542.9,,0.0,,345.6,,0.0,,"1,101.6",,525.4,,0.0,,208.3,,0.0,,"3,084.2",,"5,808.0",,
AZ,Peoria Transit,9140,A,10,39.6,,0.0,,19.1,,0.0,,37.4,,0.0,,0.0,,232.5,,911.4,,0.0,,"1,240.0",,
AZ,"Phoenix - VPSI, Inc.",9169,D,398,"1,784.5",,0.0,,"7,514.8",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,"9,299.3",,
AZ,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",9136,B,204,0.0,,"8,619.0",,"8,294.3",,"41,190.0",,"2,488.3",,"1,363.4",,422.9,,0.0,,"13,610.6",,29.0,,"76,017.5",,
AZ,Surprise Dial-A-Ride Transit System,9137,A,7,22.4,,0.0,,0.0,,0.0,,29.0,,0.0,,0.0,,577.4,,0.0,,0.0,,628.8,,
AZ,Yuma Metropolitan Planning Organization(YMPO),9192,B,20,0.0,,574.9,,13.8,,0.0,,516.9,,488.0,,200.6,,0.0,,165.6,,0.0,,"1,959.9",,
CA,Access Services Incorporated(ASI),9157,E,559,0.0,,"3,939.3",,367.3,,0.0,,0.0,,"47,565.8",,0.0,,0.0,,0.0,,"27,392.3",,"79,264.7",,
CA,Alameda-Contra Costa Transit District(AC Transit),9014,B,715,"50,327.7",,"1,950.8",,"20,537.8",,"70,969.1",,"19,948.0",,0.0,,0.0,,"16,278.3",,"5,983.3",,"130,210.9",,"316,205.9",,
CA,Altamont Commuter Express(ACE),9182,B,18,0.0,,"4,349.5",,428.4,,"1,212.1",,728.0,,19.1,,0.0,,0.0,,0.0,,"5,048.6",,"11,785.7",,
CA,Anaheim Transportation Network(ATN),9211,B,35,0.0,,"3,767.6",,"3,165.1",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,"6,932.7",,
CA,Antelope Valley Transit Authority(AVTA),9121,B,68,0.0,,"4,457.3",,134.1,,0.0,,"2,712.1",,0.0,,0.0,,0.0,,0.0,,"7,649.2",,"14,952.7",,
CA,Butte County Association of Governments(BCAG),9208,B,45,0.0,,"1,075.8",,171.0,,0.0,,"1,538.5",,484.8,,0.0,,"3,417.1",,0.0,,0.0,,"6,687.2",,
CA,Central Contra Costa Transit Authority(County Connection),9078,B,157,"4,736.7",,485.5,,"1,027.5",,0.0,,722.9,,"2,150.6",,0.0,,"5,254.9",,0.0,,"18,521.5",,"32,899.6",,
CA,Chula Vista Transit(CVT),9193,B,31,0.0,,"1,660.8",,165.9,,0.0,,0.0,,0.0,,0.0,,"5,210.7",,0.0,,0.0,,"7,037.4",,
CA,City of Alameda Ferry Services,9150,B,3,0.0,,"2,730.4",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,"2,795.6",,"5,526.0",,
CA,City of Arcadia Transit(Arcadia Transit),9044,B,16,0.0,,67.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,"1,248.0",,"1,315.8",,
CA,City of Benicia(Benicia Breeze),9174,B,14,0.0,,308.3,,26.1,,0.0,,0.0,,0.0,,0.0,,"1,292.1",,9.8,,0.0,,"1,636.3",,
CA,City of Commerce Municipal Buslines(CBL),9043,A,11,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,519.1,,0.0,,"2,155.6",,"2,674.6",,
CA,City of Corona(CCTS),9052,B,14,0.0,,249.2,,22.6,,0.0,,0.0,,0.0,,"1,455.9",,0.0,,105.5,,6.9,,"1,840.1",,
CA,City of Elk Grove(etran),9205,B,52,0.0,,"1,554.0",,8.0,,0.0,,0.0,,0.0,,0.0,,"7,368.4",,"2,122.4",,0.0,,"11,052.8",,
