"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
,"General purpose fiscal assistance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The General Purpose Fiscal Assistance budget function consists of government spending on programs designed to carry out the legislative and administrative responsibilities of the federal government, as well as services that cannot reasonably be classified in any other major function.  ",
"#","Above-the-line deduction for State or local sales or excise tax imposed on the purchase of a new car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>State and local income, sales, and personal property taxes paid by individuals are deductible from adjusted gross income. For the 2004 through 2011 tax years taxpayers chose between deducting sales or income taxes; absent further action the sales tax deduction option will expire. The sales tax deduction option will likely be extended at least through 2010. There was also a temporary additional standard deduction for state and local sales and excise taxes paid on up to $49,500 of the purchase price of a qualified new car, light truck, motor home or motorcycle. The deduction was available for purchases made between February 16, 2009 and January 1, 2010. </p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+",,"JCT",2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,900,300,"<50",0,0,,,,"Above-the-line deduction for State or local sales or excise tax imposed on the purchase of a new car",
"#","Build America Bonds ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would not allow credits for particular activities or targeted at specific group. In contrast, the Tax Code in 2009 allowed State and local governments to issue taxable bonds and receive a direct payment from Treasury equal to 35 percent of interest expenses. Alternatively, State and local governments may issue taxable bonds and the private lenders receive the 35 percent credit which is included in taxable income. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",171,"Treasury",2011,,,,,,,,,,-40,-390,-540,-570,-550,-530,-510,,,,,,,,,,,-160,-910,-1580,-1540,-1480,-1430,-1370,,"Build America Bonds ","In addition, Build America Bonds have outlay effects of (in millions of dollars): 2009 $20; 2010 $2,900; 2011 $3,050; 2012 $2,960; 2013 $2,850; 2014 $2,740; and 2015 $2,640."
"#+",171,"Treasury",2012,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,"Build America Bonds ","In addition, Build America Bonds have outlay effects of (in millions of dollars): 2010 $1,850; 2011 $2,590; 2012 $2,860; 2013 $2,760; 2014 $2,650; 2015 $2,550, and 2016 $2,450."
"#","Deductibility of nonbusiness State and local taxes other than on owner-occupied homes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Under the baseline tax system, a deduction for personal consumption expenditures would not be allowed. In contrast, the Tax Code allows taxpayers who itemize their deductions to claim a deduction for State and local income taxes (or, at the taxpayer's election, state and local sales taxes) and property taxes, even though these taxes primarily pay for services that, if purchased directly by taxpayers, would not be deductible. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",,"JCT",2001,0,0,0,0,,,,,,,,,,,,,,32100,33000,33900,34800,,,,,,,,,,,,,,"Deduction of nonbusiness State and local government income and personal property taxes",
"#+",,"JCT",2002,0,0,0,0,0,,,,,,,,,,,,,35500,36800,38100,39200,40400,,,,,,,,,,,,,"Deduction of nonbusiness State and local government income and personal property taxes",
"#+",,"JCT",2003,,0,0,0,0,0,,,,,,,,,,,,,40000,41400,43000,44400,46100,,,,,,,,,,,,"Deduction of nonbusiness State and local government income and personal property taxes",
"#+",,"JCT",2004,,,0,0,0,0,0,,,,,,,,,,,,,44900,46300,45300,41500,34700,,,,,,,,,,,"Deduction of nonbusiness State and local government income and personal property taxes",
"#+",,"JCT",2005,,,,0,0,0,0,0,,,,,,,,,,,,,50900,50400,46700,39000,36400,,,,,,,,,,"Deduction of nonbusiness State and local government income and personal property taxes",
"#+",,"JCT",2006,,,,,0,0,0,0,0,,,,,,,,,,,,,44300,40900,37900,36700,35400,,,,,,,,,"Deduction of nonbusiness State and local government income and personal property taxes",
"#+",,"JCT",2007,,,,,,0,0,0,0,0,,,,,,,,,,,,,46200,36800,33900,33700,35200,,,,,,,,"Deduction of nonbusiness State and local government income, sales, and personal property taxes",
"#+",,"JCT",2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,,36800,27300,27300,28100,28900,,,,,,,"Deduction of nonbusiness State and local government income, sales, and personal property taxes","Deduction for state and local sales taxes expires after December 31, 2005."
"#+",,"JCT",2009,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,33900,29600,29600,30000,52000,,,,,,"Deduction of nonbusiness State and local government income taxes, sales taxes, and personal property taxes","Deduction for state and local sales taxes expires after December 31, 2007."
"#+",,"JCT",2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,48000,37000,33800,57000,66400,,,,,"Deducation of nonbusiness State and local government income taxes, sales taxes, and personal property taxes",
"#+",,"JCT",2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,46700,34000,49900,58400,61100,,,,"Deduction of nonbusiness State and local government income taxes, sales taxes, and personal property taxes",
"#+",,"JCT",2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,30700,43600,50600,54100,58300,,,"Deduction of nonbusiness State and local government income taxes, sales taxes, and personal property taxes",
"#+",129,"Treasury",2001,0,0,0,0,0,0,,,,,,,,,,,,40240,42390,44735,47610,50530,53480,,,,,,,,,,,,"Deductibility of nonbusiness State and local taxes other than on owner-occupied homes",
"#+",131,"Treasury",2002,0,0,0,0,0,0,0,,,,,,,,,,,42650,45730,48730,51780,55030,58390,62160,,,,,,,,,,,"Deductibility of nonbusiness state and local taxes other than on owner-occupied homes",
"#+",134,"Treasury",2003,,0,0,0,0,0,0,0,,,,,,,,,,,45520,46160,48150,47730,43270,34820,30890,,,,,,,,,,"Deductibility of nonbusiness state and local taxes other than on owner-occupied homes",
"#+",135,"Treasury",2004,,,0,0,0,0,0,0,0,,,,,,,,,,,47430,50520,50910,47770,40480,37190,36080,,,,,,,,,"Deductibility of nonbusiness state and local taxes other than on owner-occupied homes",
"#+",135,"Treasury",2005,,,,0,0,0,0,0,0,0,,,,,,,,,,,49770,49470,46180,39100,35930,34710,34370,,,,,,,,"Deductibility of nonbusiness State and local taxes other than on owner-occupied homes",
"#+",144,"Treasury",2006,,,,,0,0,0,0,0,0,0,,,,,,,,,,,45290,39090,34620,32890,31850,31760,32120,,,,,,,"Deductibility of nonbusiness state and local taxes other than on owner-occupied homes",
