"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
,"Veterans benefits and services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The 'veterans benefits and services' budget function consists of government spending on programs that provide medical care, compensation, pensions and other services for veterans.  'Veterans benefits and services' is function 700 of the U.S. Budget. ",
"#","Exclusion of GI bill benefits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income because they represent accretions to wealth that do not materially differ from cash wages. Under current law, however, G.I. Bill benefits paid by the Veterans Administration are excluded from gross income. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",,"JCT",2001,0,0,0,0,,,,,,,,,,,,,,100,100,100,100,,,,,,,,,,,,,,"Exclusion of GI bill benefits",
"#+",,"JCT",2002,0,0,0,0,0,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,"Exclusion of veterans' readjustment benefits",
"#+",,"JCT",2003,,0,0,0,0,0,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,"Exclusion and veterans' readjustment benefits",
"#+",,"JCT",2004,,,0,0,0,0,0,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,"Exclusion of veterans' readjustment benefits",
"#+",,"JCT",2005,,,,0,0,0,0,0,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,"Exclusion of veterans' readjustment benefits",
"#+",,"JCT",2006,,,,,0,0,0,0,0,,,,,,,,,,,,,200,200,200,200,200,,,,,,,,,"Exclusion of veterans' readjustment benefits",
"#+",,"JCT",2007,,,,,,0,0,0,0,0,,,,,,,,,,,,,200,200,200,200,300,,,,,,,,"Exclusion of veterans' readjustment benefits",
"#+",,"JCT",2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,,200,300,300,300,300,,,,,,,"Exclusion of veterans' readjustment benefits",
"#+",,"JCT",2009,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,300,300,400,400,400,,,,,,"Exclusion of veterans' readjustment benefits",
"#+",,"JCT",2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,400,500,800,1000,1200,,,,,"Exclusion of veterans' readjustment benefits",
"#+",,"JCT",2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,400,800,1000,1300,1200,,,,"Exclusion of veterans' readjustment benefits",
"#+",,"JCT",2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,900,1000,1300,1300,1400,,,"Exclusion of veterans' readjustment benefits",
