"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
,"Health",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Health budget function includes government spending on direct health care programs other than Medicare. The purpose of this budget function is to promote physical and mental health, including the prevention of illness and accidents.  This includes funding for Medicaid, the State Children's Health Insurance Program, and federal and retirees' health benefits. Health is function 550 of the U.S. Budget. ",
"#","Credit for employee health insurance expenses of small business ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would not allow credits for particular activities or targeted at specific groups. In contrast, the Tax Code provides a tax credit to qualified small employers that make a certain level of non-elective contributions towards the purchase of certain health insurance coverage for its employees. To receive a credit, an employer must have fewer than 25 full-time-equivalent employees whose average annual full-time-equivalent wages from the employer are less than $50,000 (indexed for taxable years after 2013). However, to receive a full credit, an employer must have no more than 10 full-time employees, and the average wage paid to these employees must be no more than $25,000 (indexed for taxable years after 2013). A qualifying employer may claim the credit for any taxable year beginning in 2010, 2011, 2012, and 2013 and for up to two years for insurance purchased through a Health Insurance Exchange thereafter. For taxable years beginning in 2010, 2011, 2012, and 2013, the maximum credit is 35 percent of premiums paid by qualified taxable employers and 25 percent of premiums paid by qualified tax-exempt organizations. For taxable years beginning in 2014 and later years, the maximum tax credit will increase to 50 percent of premiums paid by qualified taxable employers and 35 percent of premiums paid by qualified tax-exempt organizations. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",,"JCT",2012,,,,,,,,,,,300,600,800,900,700,,,,,,,,,,,,,1600,3600,4400,5100,4500,,,"Tax credit for small businesses purchasing employer insurance",
"#+",137,"Treasury",2012,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,2300,2420,3440,3810,4460,4740,4190,"Credit for employee health insurance expenses of small business ","In addition, the small business credit provision has outlay effects (in millions of dollars) as follows: 2011 $180; 2012 $260; 2013 $290; 2014 $340; 2015 $360; and 2016 $320."
"#","Deductibility of charitable contributions (health)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would not allow a deduction for personal expenditures. In contrast, the Tax Code provides individuals and corporations a deduction for contributions to nonprofit health institutions. Tax expenditures resulting from the deductibility of contributions to other charitable institutions are listed under the education, training, employment, and social services function. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",,"JCT",2001,800,900,1000,1100,,,,,,,,,,,,,,2100,2300,2400,2500,,,,,,,,,,,,,,"Deduction for charitable contributions to health organizations",
"#+",,"JCT",2002,800,800,900,1000,1100,,,,,,,,,,,,,2700,2900,3100,3400,3600,,,,,,,,,,,,,"Deduction for charitable contributions to health organizations",
"#+",,"JCT",2003,,900,1000,1000,1100,1200,,,,,,,,,,,,,2900,3100,3200,3400,3500,,,,,,,,,,,,"Deduction for charitable contributions to health organizations",
"#+",,"JCT",2004,,,1000,1000,1100,1200,1300,,,,,,,,,,,,,3800,4200,4400,4500,4500,,,,,,,,,,,"Deduction for charitable contributions to health organizations",
"#+",,"JCT",2005,,,,900,900,1000,1000,1000,,,,,,,,,,,,,4200,4400,4500,4600,4800,,,,,,,,,,"Deduction for charitable contributions to health organizations",
"#+",,"JCT",2006,,,,,900,1000,1000,1000,1100,,,,,,,,,,,,,3500,3700,3800,3900,4000,,,,,,,,,"Deduction for charitable contributions to health organizations",
"#+",,"JCT",2007,,,,,,900,1000,1000,1000,1100,,,,,,,,,,,,,3300,3700,4100,4300,4800,,,,,,,,"Deduction for charitable contributions to health organizations",
