"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
,"Education, training, employment, and social services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Education, Training, Employment and Social Services budget function consists of government spending  on federal programs created to promote the extension of knowledge and skills, to protect workplace standards, and to provide services for the needy.  This includes funding for the Department of Education, programs that enhance employment and employment opportunities, and social service programs within the Department of Health and Human Services. Education, Training, Employment and Social Services is function 500 of the U.S. Budget. ",
"#","Adoption credit and exclusion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would not allow credits for particular activities. Instead, taxpayers can receive a refundable tax credit for qualified adoption expenses under current law. The maximum credit is $13,170 per child for 2010, and is phased-out ratably for taxpayers with modified AGI between $182,520 and $222,520. The credit amounts and the phase-out thresholds are indexed for inflation. Taxpayers may also exclude qualified adoption expenses from income, subject to the same maximum amounts and phase-out as the credit. The same expenses cannot qualify for tax benefits under both programs; however, a taxpayer may use the benefits of the exclusion and the tax credit for different expenses. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",,"JCT",2001,0,0,0,0,,,,,,,,,,,,,,400,400,200,100,,,,,,,,,,,,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2002,0,0,0,0,0,,,,,,,,,,,,,200,300,200,100,100,,,,,,,,,,,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2003,,0,0,0,0,0,,,,,,,,,,,,,200,100,"<50","<50","<50",,,,,,,,,,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2004,,,0,0,0,0,0,,,,,,,,,,,,,200,200,300,300,300,,,,,,,,,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2005,,,,0,0,0,0,0,,,,,,,,,,,,,200,300,400,400,400,,,,,,,,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2006,,,,,0,0,0,0,0,,,,,,,,,,,,,100,200,200,200,200,,,,,,,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2007,,,,,,0,0,0,0,0,,,,,,,,,,,,,200,200,200,200,200,,,,,,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,,400,500,500,500,500,,,,,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2009,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,700,700,700,800,200,,,,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,400,400,400,100,"<50",,,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,400,400,100,"<50","<50",,,,"Adoption credit and employee adoption benefits exclusion",
"#+",,"JCT",2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,500,1000,"<50","<50","<50",,,"Adoption credit and employee adoption benefits exclusion",
"#+",87,"Treasury",2001,0,0,0,0,0,0,,,,,,,,,,,,140,140,125,40,15,10,,,,,,,,,,,,"Adoption assistance","This tax expenditure is defined in the FY2001 Analytical Perspectives as an ""Adoption credit and exclusion."" For more information see page 134 of the FY2001 document available <a href=""http://www.gpoaccess.gov/usbudget/fy01/pdf/spec.pdf"">here</a>."
"#+",89,"Treasury",2002,0,0,0,0,0,0,0,,,,,,,,,,,160,190,210,240,250,260,270,,,,,,,,,,,"Assistance for adopted foster children","This tax expenditure is defined in the FY2002 Analytical Perspectives as an ""Adoption credit and exclusion."" For more information see page 87 of the FY2002 document available <a href=""http://www.gpoaccess.gov/usbudget/fy02/pdf/spec.pdf"">here</a>."
"#+",89,"Treasury",2003,,0,0,0,0,0,0,0,,,,,,,,,,,130,140,220,450,500,540,560,,,,,,,,,,"Adoption credit and exclusion",
"#+",89,"Treasury",2004,,,0,0,0,0,0,0,0,,,,,,,,,,,140,220,450,500,540,560,570,,,,,,,,,"Adoption credit and exclusion",
"#+",90,"Treasury",2005,,,,0,0,0,0,0,0,0,,,,,,,,,,,220,450,500,540,560,570,580,,,,,,,,"Adoption credit and exclusion",
"#+",99,"Treasury",2006,,,,,0,0,0,0,0,0,0,,,,,,,,,,,450,500,540,560,570,580,600,,,,,,,"Adoption credit and exclusion",
"#+",115,"Treasury",2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,360,540,560,570,580,600,540,,,,,,"Adoption credit and exclusion",
"#+",112,"Treasury",2008,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,540,560,570,580,600,540,170,,,,,"Adoption credit and exclusion",
"#+",112,"Treasury",2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,370,380,400,410,370,70,80,,,,"Adoption credit and exclusion",
"#+",115,"Treasury",2010,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,470,480,500,470,90,100,100,,,"Adoption credit and exclusion",
"#+",119,"Treasury",2011,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,530,580,460,90,90,90,90,,"Adoption credit and exclusion",
"#+",120,"Treasury",2012,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,660,160,190,110,100,100,90,"Adoption credit and exclusion ","The figures in the table indicate the effect of the adoption tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2010 $940 and 2011 $410."
"#","American Opportunity Tax Credit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would not allow credits for particular activities, investments, or industries. In contrast, the Tax Code was modified in 2009 to provide a tax credit in 2009 and 2010 of up to $2,500 per eligible student for qualified tuition and related expenses paid for each of the first four years of the student's post-secondary education. The credit is phased out for taxpayers with modified adjusted gross income between $80,000 and $90,000 ($160,000 and $180,000 for married taxpayers filing a joint return). </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",99,"Treasury",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,2460,13590,11380,0,0,0,0,,"American Opportunity Tax Credit",
"#+",100,"Treasury",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,15110,14400,0,0,0,0,0,"American Opportunity Tax Credit",
"#","Assistance for adopted foster children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p> Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income. Taxpayers who adopt eligible children from the public foster care system can receive monthly payments for the children's significant and varied needs and a reimbursement of up to $2,000 for nonrecurring adoption expenses. These payments are excluded from gross income under current law. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",88,"Treasury",2002,0,0,0,0,0,0,0,,,,,,,,,,,120,130,120,30,30,20,20,,,,,,,,,,,"Adoption assistance","This tax expenditure is defined in the FY2002 Analytical Perspectives as an ""Assistance for adopted foster children."" For more information see page 87 of the FY2002 document available <a href=""http://www.gpoaccess.gov/usbudget/fy02/pdf/spec.pdf"">here</a>."
"#+",88,"Treasury",2003,,0,0,0,0,0,0,0,,,,,,,,,,,190,220,250,260,270,280,290,,,,,,,,,,"Assistance for adopted foster children",
"#+",88,"Treasury",2004,,,0,0,0,0,0,0,0,,,,,,,,,,,220,250,290,330,380,430,480,,,,,,,,,"Assistance for adopted foster children",
"#+",89,"Treasury",2005,,,,0,0,0,0,0,0,0,,,,,,,,,,,250,290,330,380,430,480,540,,,,,,,,"Assistance for adopted foster children",
"#+",98,"Treasury",2006,,,,,0,0,0,0,0,0,0,,,,,,,,,,,290,310,350,380,420,460,500,,,,,,,"Assistance for adopted foster children",
"#+",114,"Treasury",2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,310,320,350,370,400,430,470,,,,,,"Assistance for adopted foster children",
"#+",111,"Treasury",2008,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,320,350,400,440,480,530,570,,,,,"Assistance for adopted foster children",
"#+",111,"Treasury",2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,350,380,420,450,480,520,560,,,,"Assistance for adopted foster children",
"#+",114,"Treasury",2010,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,430,450,480,510,550,580,620,,,"Assistance for adopted foster children",
"#+",118,"Treasury",2011,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,450,460,490,520,550,580,610,,"Assistance for adopted foster children",
"#+",119,"Treasury",2012,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,460,500,530,560,600,650,690,"Assistance for adopted foster children",
"#","Child credit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The baseline tax system would not allow credits for particular activities or targeted at specific groups. Under current law, however, taxpayers with children under age 17 can qualify for a $1,000 partially refundable per child credit. The maximum credit declines to $500 in 2011 and later years. The credit is phased out for taxpayers at the rate of $50 per $1,000 of modified AGI above $110,000 ($75,000 for singles). </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",,"JCT",2001,0,0,0,0,,,,,,,,,,,,,,20000,20000,19800,19500,,,,,,,,,,,,,,"Tax credit for children under age 17 ()","The figures in the table show the effect of the child credit on receipts. The increase in outlays is: $0.9 billion in 1999, $1.2 billion in 2000, $1.2 billion in 2001, $1.2 billion in 2002, and $1.2 billion in 2003"
"#+",,"JCT",2002,0,0,0,0,0,,,,,,,,,,,,,17100,17100,17000,16900,16400,,,,,,,,,,,,,"Tax credit for children under age 17 ()","The figures in the table show the effect of the child credit on receipts. The increase in outlays is: $0.8 billion in 2000, $0.8 billion in 2001, $0.8 billion in 2002, $0.8 billion in 2003, and $0.8 billion in 2004. "
"#+",,"JCT",2003,,0,0,0,0,0,,,,,,,,,,,,,19100,18700,18300,17900,17400,,,,,,,,,,,,"Tax credit for children under age 17 ","The figures in the table show the effect of the child credit on receipts. The increase in outlays is: $0.8 billion in 2001, $0.8 billion in 2002, $0.8 billion in 2003, $0.8 billion in 2004 and $0.8 billion in 2005. "
"#+",,"JCT",2004,,,0,0,0,0,0,,,,,,,,,,,,,26900,26900,26800,30200,31500,,,,,,,,,,,"Tax credit for children under age 17 ","The amount of refundable child tax credit and earned income tax credit used to offset taxes other than income tax or paid out as refunds is:$38.5 billion in 2002, $39.5 billion in 2003, $40.2 billion in 2004, $40.5 in 2005, and $43.4 billion in 2006."
"#+",,"JCT",2005,,,,0,0,0,0,0,,,,,,,,,,,,,27100,26900,30100,31700,31000,,,,,,,,,,"Tax credit for children under age 17 ","The amount of refundable child tax credit and earned income tax credit used to offset taxes other than income tax or paid out as refunds is: $38.1 billion in 2003, $37.9 billion in 2004, $38.5 billion in 2005, $41.7 billion in 2006, and $42.3 billion in 2007."
"#+",,"JCT",2006,,,,,0,0,0,0,0,,,,,,,,,,,,,44100,35700,31700,31100,30400,,,,,,,,,"Tax credit for children under age 17 ","Tax expenditure estimate includes refundable amounts, amounts used to offset income taxes, and amounts used to offset other taxes. The amount of refundable child tax credit and earned income tax credit used to offset taxes other than income tax or paid out as refunds is: $44.3 billion in 2004, $44.8 billion in 2005, $42.6 billion in 2006, $42.7 billion in 2007, and $42.9 billion in 2008."
"#+",,"JCT",2007,,,,,,0,0,0,0,0,,,,,,,,,,,,,46600,46500,46400,46400,45800,,,,,,,,"Tax credit for children under age 17","Tax expenditure estimate includes refundable amounts, amounts used to offset income taxes, and amounts used to offset other taxes. The amount of refundable child tax credit and earned income tax credit used to offset taxes other than income tax or paid out as refunds is : $51.5 billion in 2005, $51.9 billion in 2006, $51.0 billion in 2007, $50.6 billion in 2008, and $50.7 billion in 2009."
"#+",,"JCT",2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,,46000,45900,46100,46000,46000,,,,,,,"Tax credit for children under age 17 ","Tax expenditure estimate includes refundable amounts, amounts used to offset income taxes, and amounts used to offset other taxes. The amount of refundable child tax credit and earned income tax credit used to offset taxes other than income tax or paid out as refunds is: $50.1 billion in 2006, $51.5 billion in 2007, $51.4 billion in 2008, $52.2 billion in 2009, and $53.2 billion in 2010."
"#+",,"JCT",2009,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,45000,44800,44800,44800,21900,,,,,,"Tax credit for children under age 17 ","Tax expenditure estimate includes refundable amounts, amounts used to offset income taxes, and amounts used to offset other taxes. The amount of refundable child tax credit and earned income tax credit used to offset taxes other than income tax or paid out as refunds is: $58.1 billion in 2007, $59.6 billion in 2008, $61.0 billion in 2009, $62.0 billion in 2010 and $48.9 billion in 2011."
"#+",,"JCT",2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,52600,54400,24600,14400,14300,,,,"Credit for children under age 17 ","Estimate includes refundability associated with the outlay effects found on page 46 of the JCT FY2011 <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures</em>.</a> "
"#+",,"JCT",2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,55100,24700,14200,14000,13900,,,"Credit for children under age 17 ","Estimate includes refundability associated with the outlay effects found on page 52 of the JCT FY2012 <a href="" http://www.jct.gov/publications.html?func=startdown&id=3718""><em>Estimates of Federal Tax Expenditures</em>.</a> "
"#+",81,"Treasury",2001,0,0,0,0,0,0,,,,,,,,,,,,19575,19480,18970,18155,17535,16855,,,,,,,,,,,,"Child credit","The figures in the table indicate the effect of the child tax credit on receipts. The effect on outlays (in millions of dollars) is as follows: 1999 $445; 2000 $550; 2001 $520; 2002 $505; 2003 $460; 2004 $450; and 2005 $420."
"#+",91,"Treasury",2002,0,0,0,0,0,0,0,,,,,,,,,,,19330,19310,18980,18410,18000,17430,16790,,,,,,,,,,,"Child credit","The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2000 $810; 2001 $790; 2002 $760; 2003 $720; 2004 $660; 2005 $630; and in 2006 $590."
"#+",91,"Treasury",2003,,0,0,0,0,0,0,0,,,,,,,,,,,19840,19760,19680,19550,20550,21530,21240,,,,,,,,,,"Child credit","The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2001 $980; 2002 $7,390; 2003 $7,390; 2004 $7,210; 2005 $6,950; 2006 $9,380; and 2007 $9,200."
"#+",91,"Treasury",2004,,,0,0,0,0,0,0,0,,,,,,,,,,,22170,21440,21310,22480,24280,23940,23660,,,,,,,,,"Child credit","The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2002 $5,060; 2003 $5,870; 2004 $5,860; 2005 $5,700; 2006 $7,630; 2007 $7,630; and 2008 $7,500"
"#+",92,"Treasury",2005,,,,0,0,0,0,0,0,0,,,,,,,,,,,37970,24340,29860,24810,24680,24480,25430,,,,,,,,"Child credit","The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2003 $6,435; 2004 $7,447; 2005 $11,486; 2006 $8,440; 2007 $8,237; 2008 $7,956; and 2009 $7,909"
"#+",101,"Treasury",2006,,,,,0,0,0,0,0,0,0,,,,,,,,,,,22400,32710,32810,32900,32860,32790,32670,,,,,,,"Child credit","The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2004 $8,857; 2005 $13,516; 2006 $13,180; 2007 $12,549; 2008 $12,040; 2009 $11,693 and 2010 $11,364"
"#+",117,"Treasury",2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,41790,42090,42120,42070,41830,41870,31730,,,,,,"Child credit","The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2005 $14,620; 2006 $14,110; 2007 $13,540; 2008 $12,950; 2009 $12,760 and 2010 $12,330:2011 $12,110."
"#+",114,"Treasury",2008,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,30377,32556,32341,32096,31909,24719,13601,,,,,"Child credit","The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2006 $15,473; 2007 $14,931; 2008 $14,367; 2009 $14,019; 2010 $13,651; 2011 $13,410; and 2012 $1,275."
"#+",114,"Treasury",2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,30910,30160,29950,29870,23270,13590,13080,,,,"Child credit","The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2007 $16,159; 2008 $16,321; 2009 $16,780; 2010 $16,738; 2011 $16,394; 2012 $1,554; and 2013 $1,537"
"#+",117,"Treasury",2010,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,28420,27250,27032,20250,10072,9580,9120,,,"Child credit ","The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2008 $34,020 2009 $26,940; 2010 $17,230; 2011 $16,740; 2012 $1,510; 2013 $1,490; and 2014 $1,480."
"#+",121,"Treasury",2011,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,25640,23450,18550,10870,10610,10320,9990,,"Child credit ","The figures in the table indicate the effect of the child tax credit on receipts.  The effect of the credit on outlays (in millions of dollars) is as follows: 2009 $19,150; 2010 $30,290; 2011 $29,790; 2012 $1,490; 2013 $1,460; 2014 $1,420; and 2015 $,1380."
"#+",122,"Treasury",2012,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,23030,18330,10580,10290,9900,9430,9000,"Child credit ","The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2010 $24,470; 2011 $24,170; 2012 $1,470; 2013 $1,460; 2014 $1,440; 2015 $1,440; and 2016 $,1420."
"##","Nonrefundable tax credit for children under age 17 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,27300,27100,27200,14100,9400,,,,,"Nonrefundable tax credit for children under age 17 ","The refundable amount associated with this tax expenditure can be found on page 50 in the JCT's FY2010 <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures</em>.</a>"
"##","Refundable tax credit for children under age 17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##+",,"JCT",2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,20300,18800,18000,7300,3900,,,,,"Refundable tax credit for children under age 17","The nonrefundable amount associated with this tax expenditure can be found in Table 2 in the JCTs FY2010 <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures</em>.</a>"
