"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
"","Veterans benefits and services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#","Exclusion of GI bill benefits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Under the baseline tax system, all compensation, including dedicated payments and in-kind benefits, should be included in taxable income because they represent accretions to wealth that do not materially differ from cash wages. Under current law, however, G.I. Bill benefits paid by the Veterans Administration are excluded from gross income. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2001,0.00,0.00,0.00,0.00,"","","","","","","","","","","","","",100.00,100.00,100.00,100.00,"","","","","","","","","","","","","","Exclusion of GI bill benefits",""
"#+","","JCT",2002,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",100.00,100.00,100.00,100.00,100.00,"","","","","","","","","","","","","Exclusion of veterans' readjustment benefits",""
"#+","","JCT",2003,"",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",100.00,100.00,100.00,100.00,100.00,"","","","","","","","","","","","Exclusion and veterans' readjustment benefits",""
"#+","","JCT",2004,"","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",100.00,100.00,100.00,100.00,100.00,"","","","","","","","","","","Exclusion of veterans' readjustment benefits",""
"#+","","JCT",2005,"","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",100.00,100.00,100.00,100.00,100.00,"","","","","","","","","","Exclusion of veterans' readjustment benefits",""
"#+","","JCT",2006,"","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,200.00,200.00,200.00,"","","","","","","","","Exclusion of veterans' readjustment benefits",""
"#+","","JCT",2007,"","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,200.00,200.00,200.00,300.00,"","","","","","","","Exclusion of veterans' readjustment benefits",""
"#+","","JCT",2008,"","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",200.00,300.00,300.00,300.00,300.00,"","","","","","","Exclusion of veterans' readjustment benefits",""
