"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
,"Medicare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The 'Medicare' budget function includes government spending on the Medicare program, which provides health insurance to senior citizens and persons with disabilities. This budget function does not include funding for Medicaid.  'Medicare' is function 570 of the U.S. Budget. ",
"#","Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare enrollees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The Medicare program has four components: Parts A , B, C, and D. Part D offers a voluntary outpatient prescription drug benefit that began on January 1, 2006. Every individual enrolled in Medicare Parts A or B, or who receives Medicare benefits through a private health plan under Part C, is eligible to enroll in a qualified prescription drug plan. Federal subsidies are available to encourage widespread participation by low-income Medicare beneficiaries, and to prevent large numbers of public and private employers and unions that offer prescription drug benefits to Medicare-eligible retirees from dropping or sharply cutting this coverage. Public and private employers and unions electing the subsidy payments must agree to subject their drug benefits for retirees to continuing federal scrutiny. </p>
<p>In 2010 and 2011, the subsidy payments are equal to 28 percent of a qualified retiree's allowable gross prescription drug costs between $310 and $6,300. This means that the maximum subsidy for a qualified retiree in each year is $1,764. Employers who choose to receive subsidy payments are allowed to exclude them from their taxable income under both the regular income tax and the alternative minimum tax. In addition, an employer may disregard any subsidy it receives in calculating its deduction for health benefits for current employees and retirees. For tax years starting on or after January 1, 2013, employers will be required to reduce that deduction by the amount of any subsidy received, subjecting the subsidy to taxation.
</p>
","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+",,"JCT",2006,,,,,0,0,1100,1600,1900,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,"Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare",
"#+",,"JCT",2007,,,,,,0,1200,1700,1900,2100,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,"Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare",
"#+",,"JCT",2008,,,,,,,700,1200,1400,1500,1600,,,,,,,,,,,,,0,0,0,0,0,,,,,,,"Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare enrollees",
"#+",,"JCT",2009,,,,,,,,1000,1100,1100,1100,1100,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare enrollees",
"#+",,"JCT",2010,,,,,,,,,1100,1100,1100,1100,1100,,,,,,,,,,,,,0,0,0,0,0,,,,,"Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare enrollees",
"#+",,"JCT",2011,,,,,,,,,,500,500,500,500,600,,,,,,,,,,,,,0,0,0,0,0,,,,"Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare enrollees",
"#+",,"JCT",2012,,,,,,,,,,,400,500,500,300,0,,,,,,,,,,,,,0,0,0,0,0,,,"Exclusion of certain subsidies to employers who maintain prescription drug plans for Medicare enrollees",
"#","Exclusion of Medicare benefits: Hospital insurance (Part A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The Medicare program has four main components: Parts A, B, C, and D. Part A offers hospital insurance (HI). It covers most of the cost of in-patient hospital care and as much as 100 days a year of skilled nursing facility care, home health care, and hospice care for individuals who are age 65 and over or disabled. </p>

<p>Medicare Part A is financed primarily by a payroll tax levied on the earnings of current workers. The tax rate is 2.90 percent, and there is no ceiling on the earnings subject to the tax. Self-employed individuals pay the full rate, while employees and employers each pay 1.45 percent. The employer's share of the payroll tax is excluded from an employee's taxable income. Moreover, the expected lifetime value of Part A benefits under current law exceeds the amount of payroll tax contributions by current beneficiaries. These excess benefits are excluded from the taxable income of Medicare Part A beneficiaries.</p>
","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+",,"JCT",2001,0,0,0,0,,,,,,,,,,,,,,15200,15900,16800,17800,,,,,,,,,,,,,,"Hospital insurance",
"#+",,"JCT",2002,0,0,0,0,0,,,,,,,,,,,,,16100,16800,17700,18800,20300,,,,,,,,,,,,,"Hospital insurance",
"#+",,"JCT",2003,,0,0,0,0,0,,,,,,,,,,,,,16100,17100,18300,19700,21500,,,,,,,,,,,,"Hospital insurance",
"#+",,"JCT",2004,,,0,0,0,0,0,,,,,,,,,,,,,16900,18000,19500,21000,22600,,,,,,,,,,,"Hospital insurance",
"#+",,"JCT",2005,,,,0,0,0,0,0,,,,,,,,,,,,,13900,15100,16300,17500,18700,,,,,,,,,,"Hospital insurance",
"#+",,"JCT",2006,,,,,0,0,0,0,0,,,,,,,,,,,,,16800,19300,21400,23100,25100,,,,,,,,,"Hospital insurance (Part A)",
"#+",,"JCT",2007,,,,,,0,0,0,0,0,,,,,,,,,,,,,16400,18100,19700,21400,23900,,,,,,,,"Hospital insurance (Part A)",
"#+",,"JCT",2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,,18500,20700,22500,24500,26700,,,,,,,"Hospital insurance (Part A)",
"#+",,"JCT",2009,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,20100,21700,23500,25600,30200,,,,,,"Hospital insurance (Part A)",
"#+",,"JCT",2010,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,21900,23700,25700,30100,33100,,,,,"Hospital insurance (Part A)",
"#+",,"JCT",2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,26500,28600,34100,37000,39900,,,,"Hospital insurance (Part A)",
"#+",,"JCT",2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,28600,33600,35900,37800,39900,,,"Hospital insurance (Part A)",
