"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
,"International affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#","Apportionment of research and development expenses for determination of foreign tax credits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The federal government taxes firms incorporated in the U.S. on their worldwide income but taxes foreign-based firms on their U.S. income only. When a U.S. firm earns foreign income through a foreign subsidiary, U.S. taxes apply to that income only when it is repatriated to the U.S. parent firm in the form of dividends, royalties, or other income; the foreign income is exempt from U.S. taxation as long as it remains in the control of the foreign subsidiary.</p>
<p>When the foreign-source income is repatriated, the U.S. parent corporation can claim a credit against its U.S. tax liability for any foreign taxes the subsidiary has paid on that income. The credit cannot exceed the U.S. tax due on the foreign-source income. It is intended to avoid double taxation of repatriated foreign income.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+",,"JCT",2010,,,,,,,,,300,300,300,300,400,,,,,,,,,,,,,0,0,0,0,0,,,,,"Apportionment of research and development expenses for determination of foreign tax credits",
"#+",,"JCT",2011,,,,,,,,,,300,300,300,400,400,,,,,,,,,,,,,0,0,0,0,0,,,,"Apportionment of research and development expenses for determination of foreign tax credits",
"#+",,"JCT",2012,,,,,,,,,,,300,300,400,400,400,,,,,,,,,,,,,0,0,0,0,0,,,"Apportionment of research and development expenses for determination of foreign tax credits",
"#","Deduction for foreign taxes instead of a credit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>For taxes paid on income earned abroad, taxpayers may elect to either claim a deduction against taxable income or a credit against taxes due. In general, the credit is more advantageous than the deduction, because a credit reduces taxes paid on a dollar-for-dollar basis, while a deduction only reduces income subject to tax. However, in cases where the taxpayer is facing the foreign tax credit limit claiming the deduction will result in a lower tax liability.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+",,"JCT",2010,,,,,,,,,200,200,200,200,300,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,,"Deduction for foreign taxes instead of a credit",
"#+",,"JCT",2011,,,,,,,,,,200,200,200,300,300,,,,,,,,,,,,,0,0,0,0,0,,,,"Deduction for foreign taxes instead of a credit",
"#+",,"JCT",2012,,,,,,,,,,,200,200,300,300,300,,,,,,,,,,,,,0,0,0,0,0,,,"Deduction for foreign taxes instead of a credit",
"#","Deferral of income from controlled foreign corporations (normal tax method)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The United States generally taxes the worldwide income of U.S. persons and business entities. In contrast, certain active income of foreign corporations controlled by U.S. shareholders is not subject to U.S. taxation when it is earned. The income becomes taxable only when the controlling U.S. shareholders receive dividends or other distributions from their foreign stockholding. The reference law tax baseline reflects this tax treatment where only realized income is taxed. Under the normal tax method, however, the currently attributable foreign source pre-tax income from such a controlling interest is considered to be subject to U.S. taxation, whether or not distributed. Thus, the normal tax method considers the amount of controlled foreign corporation income not yet distributed to a U.S. shareholder as tax-deferred income. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",,"JCT",2001,1400,1400,1500,1600,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Deferral of active income of controlled foreign corporations",
"#+",,"JCT",2002,3400,3700,4000,4200,4500,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"Deferral of active income of controlled foreign corporations",
"#+",,"JCT",2003,,3700,4000,4200,4500,4800,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,"Deferral of active income of controlled foreign corporations",
"#+",,"JCT",2004,,,4200,4400,4700,5000,5300,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,"Deferral of active income of controlled foreign corporations",
"#+",,"JCT",2005,,,,4400,4600,4800,5000,5200,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,"Deferral of active income of controlled foreign corporations",
"#+",,"JCT",2006,,,,,4600,4800,5000,5200,5400,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,"Deferral of active income of controlled foreign corporations",
"#+",,"JCT",2007,,,,,,3200,3400,5800,6400,7000,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,"Deferral of active income of controlled foreign corporations",
"#+",,"JCT",2008,,,,,,,3400,5800,6400,7000,7500,,,,,,,,,,,,,0,0,0,0,0,,,,,,,"Deferral of active income of controlled foreign corporations",
"#+",,"JCT",2009,,,,,,,,5800,6400,7000,7500,7900,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Deferral of active income of controlled foreign corporations",
"#+",,"JCT",2010,,,,,,,,,9600,10500,11300,12100,12900,,,,,,,,,,,,,0,0,0,0,0,,,,,"Deferral of active income of controlled foreign corporations","This tax expenditure can be found in ""Major Provisions Not Classified as Tax Subsidies"" on page 69 in the JCT's FY2010 <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures</em>.</a>"
"#+",,"JCT",2011,,,,,,,,,,10500,11300,12100,12900,13500,,,,,,,,,,,,,0,0,0,0,0,,,,"Deferral of active income of controlled foreign corporations",
"#+",,"JCT",2012,,,,,,,,,,,12500,13300,14100,14900,15800,,,,,,,,,,,,,0,0,0,0,0,,,"Deferral of active income of controlled foreign corporations",
"#+",6,"Treasury",2001,6200,6600,7000,7450,7900,8400,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",7,"Treasury",2002,6200,6600,7000,7450,7900,8400,8930,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",6,"Treasury",2003,,6600,7000,7450,7900,8400,8930,9550,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",6,"Treasury",2004,,,7000,7450,7900,8400,8930,9550,10210,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",6,"Treasury",2005,,,,7450,7900,8400,8930,9550,10210,10920,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",6,"Treasury",2006,,,,,7240,7000,7440,7960,8510,9100,9730,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",6,"Treasury",2007,,,,,,10500,11160,11940,12770,13650,14600,15620,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",6,"Treasury",2008,,,,,,,11160,11940,12770,13650,14600,15620,16710,,,,,,,,,,,0,0,0,0,0,0,0,,,,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",5,"Treasury",2009,,,,,,,,12490,13120,13780,14480,15220,15990,16810,,,,,,,,,,,0,0,0,0,0,0,0,,,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",5,"Treasury",2010,,,,,,,,,31580,30960,32720,33870,34490,33930,34130,,,,,,,,,,,0,0,0,0,0,0,0,,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",5,"Treasury",2011,,,,,,,,,,31580,30960,32720,33870,34490,33930,34130,,,,,,,,,,,0,0,0,0,0,0,0,,"Deferral of income from controlled foreign corporations (normal tax method)",
"#+",5,"Treasury",2012,,,,,,,,,,,38130,41410,42000,41810,41770,43020,44240,,,,,,,,,,,0,0,0,0,0,0,0,"Deferral of income from controlled foreign corporations (normal tax method)",
"#","Deferred taxes for financial firms on certain income earned overseas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>The United States generally taxes the worldwide income of U.S. persons and business entities. It would not allow the deferral of tax or other relief targeted at particular industries or activities. In contrast, under current law, financial firms may defer taxes on income earned overseas in an active business. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",,"JCT",2001,300,0,0,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Deferral of certain active financing income",
"#+",,"JCT",2002,500,900,400,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"Deferral of certain financing income",
"#+",,"JCT",2003,,900,500,100,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,"Deferral of certain financing income",
"#+",,"JCT",2004,,,600,200,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,"Deferral of certain financing income",
"#+",,"JCT",2005,,,,1700,1900,2100,2300,1700,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,"Deferral of certain financing income",
"#+",,"JCT",2006,,,,,1900,2100,2300,1700,0,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,"Deferral of certain financing income",
"#+",,"JCT",2007,,,,,,1000,1100,1700,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,"Deferral of certain active financing income",
"#+",,"JCT",2008,,,,,,,1100,1700,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,,,"Deferral of certain active financing income",
"#+",,"JCT",2009,,,,,,,,2300,2600,800,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Deferral of certain active financing income",
"#+",,"JCT",2010,,,,,,,,,2600,2900,1000,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,"Deferral of active financing income of controlled foreign corporations","This tax expenditure can be found in ""Major Provisions Not Classified as Tax Subsidies"" on page 69 in the JCT's FY2010 <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures</em>.</a>"
"#+",,"JCT",2011,,,,,,,,,,2900,1000,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,"Deferral of active financing income ","Does not include provision that provides look-through of payments between related controlled foreign corporations."
"#+",,"JCT",2012,,,,,,,,,,,1000,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,"Deferral of active financing income ","Does not include provision that permits look-through of payments between related controlled foreign corporations."
"#+",7,"Treasury",2001,1190,1290,540,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",8,"Treasury",2002,1190,1290,540,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",7,"Treasury",2003,,1300,550,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",7,"Treasury",2004,,,1950,2050,2130,2190,2260,960,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",7,"Treasury",2005,,,,2050,2130,2190,2260,960,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",7,"Treasury",2006,,,,,2130,2190,2260,960,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",7,"Treasury",2007,,,,,,2190,2260,960,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",7,"Treasury",2008,,,,,,,2260,2370,2490,1060,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",6,"Treasury",2009,,,,,,,,2370,2490,1060,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",6,"Treasury",2010,,,,,,,,,5570,5460,5770,5980,6090,5990,6020,,,,,,,,,,,0,0,0,0,0,0,0,,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",6,"Treasury",2011,,,,,,,,,,5570,5460,5770,5980,6090,5990,6020,,,,,,,,,,,0,0,0,0,0,0,0,,"Deferred taxes for financial firms on certain income earned overseas",
"#+",6,"Treasury",2012,,,,,,,,,,,2330,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,"Deferred taxes for financial firms on certain income earned overseas",
"#","Exclusion of certain allowances for Federal employees abroad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>In general, all compensation received by U.S. citizens is properly included in their taxable income. It makes no difference whether the compensation is a result of working abroad or whether it is labeled as an allowance for the high cost of living abroad. In contrast to this treatment, U.S. Federal civilian employees and Peace Corps members who work outside the continental United States are allowed to exclude from U.S. taxable income certain special allowances they receive to compensate them for the relatively high costs associated with living overseas. The allowances supplement wage income and cover expenses such as rent, education, and the cost of travel to and from the United States. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",,"JCT",2001,0,0,0,0,,,,,,,,,,,,,,200,200,200,200,,,,,,,,,,,,,,"Exclusion of certain allowances for Federal employees abroad",
"#+",,"JCT",2002,0,0,0,0,0,,,,,,,,,,,,,200,200,300,300,300,,,,,,,,,,,,,"Exclusion of certain allowances for Federal employees abroad",
"#+",,"JCT",2003,,0,0,0,0,0,,,,,,,,,,,,,200,200,300,300,300,,,,,,,,,,,,"Exclusion of certain allowances for Federal employees abroad",
