"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
"","General purpose fiscal assistance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"#","Above-the-line deduction for State or local sales or excise tax imposed on the purchase of a new car","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>State and local income, sales, and personal property taxes paid by individuals are deductible from adjusted gross income. There was also a temporary additional standard deduction for state and local sales and excise taxes paid on up to $49,500 of the purchase price of a qualified new car, light truck, motor home or motorcycle. The deduction was available for purchases made between February 16, 2009 and January 1, 2010.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+","","JCT",2011,"","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",900.00,300.00,"<50",0.00,0.00,"","","","Above-the-line deduction for State or local sales or excise tax imposed on the purchase of a new car",""
"#","Build America Bonds ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>The baseline tax system would not allow credits for particular activities or targeted at specific group. In contrast, the Tax Code in 2009 allowed State and local governments to issue taxable bonds and receive a direct payment from Treasury equal to 35 percent of interest expenses. Alternatively, State and local governments may issue taxable bonds and the private lenders receive the 35 percent credit which is included in taxable income. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+",171,"Treasury",2011,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Build America Bonds ","In addition, Build America Bonds have outlay effects of (in millions of dollars): 2009 $20; 2010 $2,900; 2011 $3,050; 2012 $2,960; 2013 $2,850; 2014 $2,740; and 2015 $2,640."
"#+",171,"Treasury",2012,"","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Build America Bonds ","In addition, Build America Bonds have outlay effects of (in millions of dollars): 2010 $1,850; 2011 $2,590; 2012 $2,860; 2013 $2,760; 2014 $2,650; 2015 $2,550, and 2016 $2,450."
"#","Deductibility of nonbusiness State and local taxes other than on owner-occupied homes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Under the baseline tax system, a deduction for personal consumption expenditures would not be allowed. In contrast, the Tax Code allows taxpayers who itemize their deductions to claim a deduction for State and local income taxes (or, at the taxpayer's election, state and local sales taxes) and property taxes, even though these taxes primarily pay for services that, if purchased directly by taxpayers, would not be deductible. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2001,0.00,0.00,0.00,0.00,"","","","","","","","","","","","","",32100.00,33000.00,33900.00,34800.00,"","","","","","","","","","","","","","Deduction of nonbusiness State and local government income and personal property taxes",""
"#+","","JCT",2002,0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",35500.00,36800.00,38100.00,39200.00,40400.00,"","","","","","","","","","","","","Deduction of nonbusiness State and local government income and personal property taxes",""
"#+","","JCT",2003,"",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","",40000.00,41400.00,43000.00,44400.00,46100.00,"","","","","","","","","","","","Deduction of nonbusiness State and local government income and personal property taxes",""
