"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
,"Natural resources and environment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Natural Resources and Environment budget function consists of government spending on programs that develop and maintain the United States natural resources and environment. This includes programs concerned with environmental enhancement, recreation and wildlife areas, and the management of land, water and mineral resources. Natural Resources and Environment is function 300 of the U.S. Budget. ",
"#","Amortization and expensing of reforestation expenditures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Taxpayers may deduct up to $10,000 of reforestation expenditures incurred for each qualified timber property in any tax year; expenditures exceeding this cap may be amortized over 84 months. Qualifying reforestation expenditures include only direct costs, such as expenditures for preparation of the site, for seeds or seedlings, and for labor and tools. Most other industries follow the uniform capitalization rules, under which production costs are capitalized (added to the basis) and deducted when the product is sold.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+",,"JCT",2008,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,,,"Amortization and expensing of reforestation expenditures",
"#+",,"JCT",2009,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,,"Amortization and expensing of reforestation expenditures",
"#+",,"JCT",2010,,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,100,100,100,100,100,,,,,"Amortization and expensing of reforestation expenditures",
"#+",,"JCT",2011,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,"<50","<50","<50","<50","<50",,,,"Amortization and expensing of reforestation expenditures",
"#+",,"JCT",2012,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,100,100,100,100,100,,,"Amortization and expensing of reforestation expenditures",
"#","Amortization of certified pollution control facilities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>This provision makes the pre-1976, 5-year, option to amortize investments in pollution control equipment for coal-fired electric generation plants available to those plants placed in service on or after January 1, 1976. Investments in pollution control equipment made in connection with post-1975 power plants now qualify for amortization over seven years rather than five years. Qualifying pollution control equipment means any technology that is installed in or on a qualifying facility to reduce air emissions of any pollutant regulated by the Environmental Protection Agency under the Clean Air Act. The pollution control equipment needs to have been placed in service after April 11, 2005.</p><p>This tax expenditure corresponds with the JCT tax expenditure ""Amortization of air pollution control facilities,"" found in the Energy Budget Function and available <a href="""">LINK HERE</a>.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdf""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+",,"JCT",2008,,,,,,,"<50","<50",100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,,,,"Amortization of certified pollution control facilities",
"#","Capital gains treatment of certain timber income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p> The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low tax rates to apply to certain types or sources of income. However, under current law certain timber sales can be treated as a capital gain rather than ordinary income and therefore subject to the lower capital-gains tax rate. For individuals in 2010, tax rates on regular income vary from 10 percent to 35 percent, depending on the taxpayer's income. In contrast, current law allows capital gains to be taxed at a preferentially low rate that is no higher than 15 percent. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
